order_id,order_date,customer_id,order_status,city,state,pincode
O801673,2024-04-18 03:31:42,C102844,delivered,Kolkata,West Bengal,400160
O802602,2024-04-18 04:11:46,C101751,delivered,Mysuru,Karnataka,551913
O810561,2024-04-18 05:10:37,C102710,delivered,Hyderabad,Telangana,330511
O808047,2024-04-18 05:26:48,C100042,delivered,Kolkata,West Bengal,471756
O810216,2024-04-18 05:29:56,C100291,delivered,Lucknow,Uttar Pradesh,177421
O807250,2024-04-18 09:26:03,C101992,delivered,Pune,Maharashtra,432038
O802450,2024-04-18 10:58:18,C100726,delivered,Indore,Madhya Pradesh,598121
O801661,2024-04-18 11:28:24,C101032,processing,Kanpur,Uttar Pradesh,366587
O809402,2024-04-18 11:52:47,C100745,delivered,Jaipur,Rajasthan,158458
O801975,2024-04-18 12:05:18,C101139,cancelled,Kanpur,Uttar Pradesh,337021
O806756,2024-04-18 12:23:43,C100028,delivered,Kanpur,Uttar Pradesh,324223
O811802,2024-04-18 13:40:57,C101695,delivered,Delhi,Delhi,183527
O811984,2024-04-18 16:48:23,C100436,delivered,Surat,Gujarat,204488
O809438,2024-04-18 19:11:32,C102419,shipped,Kolkata,West Bengal,166947
O804024,2024-04-18 19:44:57,C102780,returned,Mysuru,Karnataka,112921
O800297,2024-04-18 21:06:33,C101262,delivered,Delhi,Delhi,296256
O807936,2024-04-18 23:36:36,C101636,delivered,Gurugram,Haryana,483519
O808690,2024-04-19 01:31:49,C102258,delivered,Kanpur,Uttar Pradesh,411857
O811017,2024-04-19 03:32:38,C102173,shipped,Delhi,Delhi,689897
O802195,2024-04-19 04:10:21,C102831,delivered,Bengaluru,Karnataka,371757
O804266,2024-04-19 05:24:50,C101393,delivered,Mumbai,Maharashtra,479552
O807197,2024-04-19 06:07:43,C100459,delivered,Bhopal,Madhya Pradesh,649203
O803316,2024-04-19 06:26:14,C100909,returned,Lucknow,Uttar Pradesh,122419
O803075,2024-04-19 07:07:52,C101140,delivered,Surat,Gujarat,152299
O804239,2024-04-19 09:30:58,C101629,delivered,Bengaluru,Karnataka,622871
O809428,2024-04-19 10:48:05,C102170,delivered,Ahmedabad,Gujarat,171032
O806415,2024-04-19 11:54:12,C102814,delivered,Kolkata,West Bengal,640624
O809291,2024-04-19 11:56:47,C101092,returned,Bengaluru,Karnataka,110209
O801061,2024-04-19 12:37:16,C102907,delivered,Mysuru,Karnataka,630551
O807982,2024-04-19 12:41:35,C100781,delivered,Noida,Uttar Pradesh,276866
O803632,2024-04-19 13:42:48,C100223,delivered,Kolkata,West Bengal,685932
O800937,2024-04-19 14:55:05,C100151,cancelled,Bhopal,Madhya Pradesh,526512
O806232,2024-04-19 15:01:57,C102592,delivered,Coimbatore,Tamil Nadu,336812
O802080,2024-04-19 16:52:46,C102090,delivered,Ahmedabad,Gujarat,604509
O806929,2024-04-19 19:53:02,C101275,processing,Indore,Madhya Pradesh,632741
O810945,2024-04-19 20:53:43,C100923,shipped,Chennai,Tamil Nadu,586377
O805990,2024-04-19 22:56:17,C101053,delivered,Mumbai,Maharashtra,210588
O804779,2024-04-19 22:57:37,C102220,delivered,Nagpur,Maharashtra,202019
O804025,2024-04-20 01:06:17,C101032,delivered,Kanpur,Uttar Pradesh,366587
O811932,2024-04-20 03:00:58,C101568,delivered,Mysuru,Karnataka,317836
O805739,2024-04-20 06:21:18,C102234,processing,Indore,Madhya Pradesh,500659
O801121,2024-04-20 06:38:32,C101976,delivered,Mumbai,Maharashtra,300093
O807618,2024-04-20 07:34:40,C100273,processing,Gurugram,Haryana,682668
O801458,2024-04-20 10:58:34,C100969,delivered,Chennai,Tamil Nadu,569384
O802310,2024-04-20 15:21:06,C101959,delivered,Indore,Madhya Pradesh,427399
O805215,2024-04-20 18:44:32,C101809,delivered,Chennai,Tamil Nadu,488710
O807134,2024-04-20 18:49:08,C102080,delivered,Pune,Maharashtra,420112
O805788,2024-04-20 18:51:54,C102581,delivered,Coimbatore,Tamil Nadu,324601
O802443,2024-04-21 00:32:18,C100096,delivered,Surat,Gujarat,363516
O803228,2024-04-21 01:20:09,C101331,shipped,Noida,Uttar Pradesh,182908
O805691,2024-04-21 02:30:30,C102316,delivered,Nagpur,Maharashtra,690915
O808514,2024-04-21 05:45:17,C101183,delivered,Noida,Uttar Pradesh,665656
O801764,2024-04-21 07:05:35,C101537,delivered,Indore,Madhya Pradesh,316598
O806019,2024-04-21 07:29:10,C101210,processing,Chennai,Tamil Nadu,572326
O803984,2024-04-21 10:01:11,C101939,delivered,Jaipur,Rajasthan,539791
O803694,2024-04-21 10:55:19,C100110,delivered,Mysuru,Karnataka,275486
O807639,2024-04-21 10:59:36,C102319,delivered,Mumbai,Maharashtra,270322
O806622,2024-04-21 11:41:09,C102368,delivered,Gurugram,Haryana,494467
O810331,2024-04-21 11:51:45,C101048,returned,Ahmedabad,Gujarat,344417
O809889,2024-04-21 11:51:52,C100998,cancelled,Mysuru,Karnataka,646364
O802608,2024-04-21 13:56:03,C101254,delivered,Kolkata,West Bengal,589456
O808312,2024-04-21 15:52:50,C101459,delivered,Jaipur,Rajasthan,664634
O803592,2024-04-21 18:09:09,C102660,delivered,Hyderabad,Telangana,669367
O803181,2024-04-21 18:27:48,C100927,delivered,Bhopal,Madhya Pradesh,422094
O809235,2024-04-21 18:48:03,C102824,delivered,Mumbai,Maharashtra,277848
O806154,2024-04-21 19:32:37,C102101,delivered,Bengaluru,Karnataka,215935
O804991,2024-04-21 22:30:51,C101385,delivered,Lucknow,Uttar Pradesh,349644
O810261,2024-04-21 23:55:05,C102575,delivered,Lucknow,Uttar Pradesh,639896
O809583,2024-04-22 00:08:47,C100689,shipped,Pune,Maharashtra,295221
O807450,2024-04-22 00:29:16,C102008,delivered,Bengaluru,Karnataka,505252
O811837,2024-04-22 04:03:04,C102284,delivered,Mumbai,Maharashtra,536492
O801819,2024-04-22 04:06:22,C100501,delivered,Ahmedabad,Gujarat,619085
O804450,2024-04-22 05:29:51,C100070,delivered,Bhopal,Madhya Pradesh,454937
O810990,2024-04-22 05:48:19,C101862,delivered,Indore,Madhya Pradesh,263048
O800492,2024-04-22 07:34:41,C102758,delivered,Kolkata,West Bengal,312668
O810801,2024-04-22 08:19:14,C100362,delivered,Nagpur,Maharashtra,694933
O807531,2024-04-22 09:29:19,C102489,returned,Ahmedabad,Gujarat,126259
O808500,2024-04-22 10:12:53,C102858,delivered,Gurugram,Haryana,455546
O806358,2024-04-22 11:46:55,C101891,delivered,Bengaluru,Karnataka,247046
O807615,2024-04-22 16:59:24,C102890,delivered,Kanpur,Uttar Pradesh,447109
O808110,2024-04-22 18:18:36,C101907,delivered,Bhopal,Madhya Pradesh,122026
O803536,2024-04-22 18:25:47,C100923,delivered,Chennai,Tamil Nadu,586377
O808033,2024-04-22 18:29:11,C101254,shipped,Kolkata,West Bengal,589456
O802288,2024-04-22 18:38:36,C101831,delivered,Surat,Gujarat,343982
O800949,2024-04-22 19:34:06,C101715,returned,Pune,Maharashtra,582243
O806142,2024-04-22 23:40:06,C102076,delivered,Lucknow,Uttar Pradesh,196332
O801446,2024-04-23 01:01:32,C101134,delivered,Indore,Madhya Pradesh,661250
O810187,2024-04-23 02:43:27,C101029,delivered,Jaipur,Rajasthan,227919
O802152,2024-04-23 03:14:04,C101418,delivered,Bengaluru,Karnataka,532397
O811305,2024-04-23 04:08:11,C102986,delivered,Surat,Gujarat,594469
O811759,2024-04-23 05:31:15,C100772,returned,Coimbatore,Tamil Nadu,625689
O802101,2024-04-23 07:03:10,C100061,returned,Nagpur,Maharashtra,252728
O806922,2024-04-23 07:06:14,C102275,delivered,Bengaluru,Karnataka,142356
O809296,2024-04-23 08:18:03,C101552,returned,Ahmedabad,Gujarat,224360
O802916,2024-04-23 08:25:04,C100489,delivered,Kanpur,Uttar Pradesh,541856
O803065,2024-04-23 08:36:03,C100250,returned,Kolkata,West Bengal,182204
O811401,2024-04-23 08:45:09,C101580,shipped,Delhi,Delhi,679798
O810907,2024-04-23 09:44:07,C100931,delivered,Nagpur,Maharashtra,427545
O800132,2024-04-23 10:42:41,C100637,delivered,Indore,Madhya Pradesh,227517
O807199,2024-04-23 12:41:43,C100736,delivered,Gurugram,Haryana,622472
O803093,2024-04-23 13:43:46,C101175,delivered,Bengaluru,Karnataka,161999
O804951,2024-04-23 14:58:23,C102177,returned,Nagpur,Maharashtra,137676
O803841,2024-04-23 16:07:54,C101799,delivered,Indore,Madhya Pradesh,311675
O803424,2024-04-23 19:57:35,C102387,delivered,Coimbatore,Tamil Nadu,289354
O807410,2024-04-23 20:10:29,C100257,delivered,Kanpur,Uttar Pradesh,690277
O801420,2024-04-23 21:54:15,C100181,cancelled,Nagpur,Maharashtra,404366
O800973,2024-04-23 21:58:00,C100401,delivered,Surat,Gujarat,680534
O803225,2024-04-23 23:37:01,C100651,delivered,Jaipur,Rajasthan,656982
O803696,2024-04-23 23:42:08,C102764,delivered,Kolkata,West Bengal,336137
O811776,2024-04-24 00:23:34,C101238,delivered,Delhi,Delhi,654766
O801771,2024-04-24 01:20:20,C102419,delivered,Kolkata,West Bengal,166947
O803743,2024-04-24 05:55:17,C100157,delivered,Bengaluru,Karnataka,335825
O806936,2024-04-24 06:29:40,C102003,delivered,Kolkata,West Bengal,543855
O807773,2024-04-24 08:18:21,C100363,delivered,Bengaluru,Karnataka,323933
O805620,2024-04-24 08:59:20,C100247,delivered,Kanpur,Uttar Pradesh,265049
O805211,2024-04-24 09:50:26,C100446,delivered,Chennai,Tamil Nadu,504411
O802429,2024-04-24 10:16:47,C102610,delivered,Hyderabad,Telangana,560067
O800921,2024-04-24 11:34:19,C100245,delivered,Indore,Madhya Pradesh,591438
O800256,2024-04-24 13:04:45,C102460,cancelled,Delhi,Delhi,689886
O809094,2024-04-24 14:36:36,C102929,delivered,Kolkata,West Bengal,288725
O808467,2024-04-24 15:23:33,C100730,returned,Nagpur,Maharashtra,310940
O808672,2024-04-24 16:31:40,C102698,delivered,Kanpur,Uttar Pradesh,546374
O800414,2024-04-24 19:02:34,C101086,delivered,Coimbatore,Tamil Nadu,616767
O803408,2024-04-24 19:43:34,C102998,delivered,Hyderabad,Telangana,400431
O807613,2024-04-24 19:58:00,C100549,delivered,Jaipur,Rajasthan,137213
O801392,2024-04-24 22:41:14,C101675,delivered,Gurugram,Haryana,140653
O803996,2024-04-25 00:24:58,C100190,delivered,Nagpur,Maharashtra,659656
O810895,2024-04-25 02:01:46,C100391,delivered,Mysuru,Karnataka,131274
O809090,2024-04-25 02:03:22,C102695,cancelled,Kanpur,Uttar Pradesh,355702
O809974,2024-04-25 02:28:35,C102409,delivered,Bhopal,Madhya Pradesh,223535
O800731,2024-04-25 02:51:59,C100393,delivered,Mysuru,Karnataka,472578
O804293,2024-04-25 02:53:23,C102265,delivered,Indore,Madhya Pradesh,387845
O805539,2024-04-25 02:56:21,C102186,delivered,Noida,Uttar Pradesh,239851
O811326,2024-04-25 07:46:03,C102882,shipped,Nagpur,Maharashtra,148311
O806472,2024-04-25 07:47:18,C101334,delivered,Chennai,Tamil Nadu,284698
O800336,2024-04-25 10:40:59,C100173,cancelled,Kanpur,Uttar Pradesh,165612
O803273,2024-04-25 11:05:22,C102400,delivered,Coimbatore,Tamil Nadu,124551
O800436,2024-04-25 12:29:09,C100048,delivered,Nagpur,Maharashtra,141629
O810971,2024-04-25 12:38:01,C100642,delivered,Jaipur,Rajasthan,160893
O800587,2024-04-25 14:59:49,C101036,delivered,Mysuru,Karnataka,304904
O810756,2024-04-25 15:37:48,C100528,delivered,Noida,Uttar Pradesh,168601
O809546,2024-04-25 15:47:43,C101262,returned,Delhi,Delhi,296256
O802467,2024-04-25 17:08:24,C100792,delivered,Surat,Gujarat,265146
O803992,2024-04-26 01:16:28,C101285,cancelled,Kanpur,Uttar Pradesh,164796
O807436,2024-04-26 01:57:15,C100707,delivered,Ahmedabad,Gujarat,254938
O804337,2024-04-26 04:16:59,C101466,cancelled,Chennai,Tamil Nadu,370609
O806473,2024-04-26 04:19:21,C102740,cancelled,Noida,Uttar Pradesh,244411
O806716,2024-04-26 06:27:46,C100041,cancelled,Mumbai,Maharashtra,239065
O810423,2024-04-26 09:50:10,C101856,delivered,Lucknow,Uttar Pradesh,653634
O811714,2024-04-26 10:42:16,C100306,cancelled,Surat,Gujarat,322826
O801905,2024-04-26 12:01:03,C102426,delivered,Coimbatore,Tamil Nadu,250689
O804922,2024-04-26 12:28:04,C100624,delivered,Jaipur,Rajasthan,347403
O802545,2024-04-26 13:48:17,C100665,delivered,Noida,Uttar Pradesh,546421
O811585,2024-04-26 13:54:18,C101353,delivered,Noida,Uttar Pradesh,501776
O809549,2024-04-26 14:47:39,C100303,delivered,Kolkata,West Bengal,473435
O802572,2024-04-26 14:52:43,C100037,shipped,Pune,Maharashtra,246016
O810392,2024-04-26 15:39:27,C100891,returned,Mumbai,Maharashtra,130946
O803303,2024-04-26 17:48:48,C102148,delivered,Jaipur,Rajasthan,225018
O803828,2024-04-26 17:54:33,C102824,delivered,Mumbai,Maharashtra,277848
O809820,2024-04-26 21:36:15,C101412,delivered,Kanpur,Uttar Pradesh,642669
O809584,2024-04-26 22:04:29,C100925,delivered,Jaipur,Rajasthan,231937
O801129,2024-04-26 23:01:54,C102104,delivered,Chennai,Tamil Nadu,486924
O809210,2024-04-26 23:13:04,C102256,delivered,Ahmedabad,Gujarat,323092
O802737,2024-04-26 23:16:11,C100067,shipped,Hyderabad,Telangana,651228
O805777,2024-04-26 23:24:59,C101546,delivered,Lucknow,Uttar Pradesh,463857
O801988,2024-04-27 00:28:02,C102419,delivered,Kolkata,West Bengal,166947
O810456,2024-04-27 01:23:28,C102136,delivered,Hyderabad,Telangana,555544
O801989,2024-04-27 01:35:27,C101458,processing,Hyderabad,Telangana,226585
O810407,2024-04-27 01:49:29,C100685,delivered,Mysuru,Karnataka,668888
O804801,2024-04-27 02:13:35,C102158,delivered,Gurugram,Haryana,289614
O805523,2024-04-27 02:41:23,C100738,delivered,Delhi,Delhi,318851
O808746,2024-04-27 04:32:39,C101395,delivered,Chennai,Tamil Nadu,471911
O811279,2024-04-27 05:22:08,C100704,delivered,Indore,Madhya Pradesh,316384
O804686,2024-04-27 07:59:19,C102201,delivered,Bengaluru,Karnataka,159262
O811135,2024-04-27 09:35:31,C102493,delivered,Mysuru,Karnataka,431402
O808938,2024-04-27 09:59:40,C102998,returned,Hyderabad,Telangana,400431
O803412,2024-04-27 10:16:23,C102167,delivered,Hyderabad,Telangana,600488
O803347,2024-04-27 11:03:27,C101418,delivered,Bengaluru,Karnataka,532397
O809071,2024-04-27 12:04:40,C102671,delivered,Surat,Gujarat,415415
O802774,2024-04-27 13:36:34,C102167,delivered,Hyderabad,Telangana,600488
O806248,2024-04-27 18:14:55,C101199,delivered,Mumbai,Maharashtra,411343
O800124,2024-04-27 18:48:23,C102713,delivered,Lucknow,Uttar Pradesh,589871
O801550,2024-04-27 19:33:08,C101048,delivered,Ahmedabad,Gujarat,344417
O803549,2024-04-27 21:14:56,C100608,delivered,Bengaluru,Karnataka,599464
O800912,2024-04-27 23:51:54,C101097,returned,Kolkata,West Bengal,471732
O808394,2024-04-28 00:59:41,C102561,processing,Mysuru,Karnataka,526968
O810855,2024-04-28 04:26:32,C101080,cancelled,Ahmedabad,Gujarat,306164
O810336,2024-04-28 04:43:57,C100968,cancelled,Mumbai,Maharashtra,694172
O811205,2024-04-28 04:55:59,C101032,delivered,Kanpur,Uttar Pradesh,366587
O805122,2024-04-28 05:42:42,C101677,delivered,Pune,Maharashtra,587936
O808740,2024-04-28 09:03:24,C100992,delivered,Kanpur,Uttar Pradesh,672453
O811097,2024-04-28 09:06:14,C101161,delivered,Chennai,Tamil Nadu,165107
O803602,2024-04-28 09:48:54,C102444,delivered,Kolkata,West Bengal,222557
O804942,2024-04-28 09:51:01,C102018,cancelled,Kanpur,Uttar Pradesh,520275
O809607,2024-04-28 14:07:50,C101581,delivered,Mysuru,Karnataka,352802
O806296,2024-04-28 19:23:23,C101787,shipped,Delhi,Delhi,601513
O811618,2024-04-28 20:59:31,C100718,delivered,Chennai,Tamil Nadu,698879
O807059,2024-04-28 21:20:45,C102439,returned,Jaipur,Rajasthan,502653
O810049,2024-04-28 23:56:37,C100323,delivered,Surat,Gujarat,424444
O810514,2024-04-29 00:59:56,C101846,shipped,Ahmedabad,Gujarat,195637
O804582,2024-04-29 03:09:39,C101799,delivered,Indore,Madhya Pradesh,311675
O804211,2024-04-29 08:01:10,C101573,delivered,Chennai,Tamil Nadu,458413
O806742,2024-04-29 10:19:45,C102875,delivered,Ahmedabad,Gujarat,439738
O810080,2024-04-29 11:46:59,C101957,delivered,Chennai,Tamil Nadu,665943
O803440,2024-04-29 12:30:11,C100696,delivered,Mumbai,Maharashtra,586818
O802283,2024-04-29 13:31:05,C100412,delivered,Bhopal,Madhya Pradesh,296023
O803723,2024-04-29 15:18:20,C102086,cancelled,Ahmedabad,Gujarat,563638
O805630,2024-04-29 16:48:55,C100055,delivered,Pune,Maharashtra,198697
O808180,2024-04-29 17:48:52,C101447,delivered,Indore,Madhya Pradesh,193038
O805058,2024-04-29 18:42:03,C102807,delivered,Ahmedabad,Gujarat,222099
O806533,2024-04-29 18:59:54,C101981,delivered,Hyderabad,Telangana,141159
O804075,2024-04-29 19:03:52,C101159,delivered,Lucknow,Uttar Pradesh,537195
O806192,2024-04-29 22:47:01,C100396,processing,Gurugram,Haryana,570258
O801882,2024-04-29 23:22:41,C101319,delivered,Indore,Madhya Pradesh,196928
O804471,2024-04-29 23:45:32,C102908,returned,Nagpur,Maharashtra,400277
O805715,2024-04-30 01:20:02,C100450,delivered,Chennai,Tamil Nadu,655974
O804694,2024-04-30 03:00:06,C101537,delivered,Indore,Madhya Pradesh,316598
O809704,2024-04-30 09:17:01,C101323,delivered,Delhi,Delhi,133555
O808967,2024-04-30 09:21:17,C100730,delivered,Nagpur,Maharashtra,310940
O803612,2024-04-30 11:27:55,C101778,delivered,Chennai,Tamil Nadu,314300
O806884,2024-04-30 12:19:38,C102629,cancelled,Surat,Gujarat,625474
O803423,2024-04-30 14:18:21,C102764,delivered,Kolkata,West Bengal,336137
O803994,2024-04-30 15:14:45,C102001,delivered,Noida,Uttar Pradesh,489179
O810358,2024-04-30 16:18:04,C100688,delivered,Ahmedabad,Gujarat,595375
O805581,2024-04-30 21:55:14,C100576,cancelled,Gurugram,Haryana,119795
O809890,2024-05-01 00:03:16,C100379,returned,Nagpur,Maharashtra,377439
O802269,2024-05-01 01:25:57,C102801,delivered,Coimbatore,Tamil Nadu,420725
O806046,2024-05-01 04:52:24,C100628,delivered,Kanpur,Uttar Pradesh,188097
O807336,2024-05-01 06:55:24,C102961,delivered,Delhi,Delhi,636657
O802815,2024-05-01 07:24:00,C102068,delivered,Mumbai,Maharashtra,680392
O803989,2024-05-01 08:58:49,C101459,delivered,Jaipur,Rajasthan,664634
O806854,2024-05-01 09:26:34,C102968,delivered,Bengaluru,Karnataka,419642
O809905,2024-05-01 10:30:36,C101824,delivered,Lucknow,Uttar Pradesh,232772
O802328,2024-05-01 10:34:34,C102574,delivered,Surat,Gujarat,187088
O804972,2024-05-01 10:40:36,C100514,delivered,Chennai,Tamil Nadu,626187
O811522,2024-05-01 10:51:36,C100372,shipped,Bhopal,Madhya Pradesh,268785
O802185,2024-05-01 13:43:49,C102585,delivered,Mysuru,Karnataka,231266
O811527,2024-05-01 14:05:08,C100621,delivered,Noida,Uttar Pradesh,482333
O809037,2024-05-01 14:43:23,C101901,shipped,Coimbatore,Tamil Nadu,429767
O803311,2024-05-01 15:43:41,C100063,shipped,Noida,Uttar Pradesh,506848
O809480,2024-05-01 17:09:02,C101899,delivered,Pune,Maharashtra,555292
O810731,2024-05-01 18:26:55,C102850,delivered,Noida,Uttar Pradesh,668005
O810182,2024-05-01 19:09:26,C101242,delivered,Mysuru,Karnataka,669849
O809306,2024-05-01 20:45:07,C101471,cancelled,Indore,Madhya Pradesh,309330
O804181,2024-05-01 22:11:55,C100810,shipped,Indore,Madhya Pradesh,691176
O809181,2024-05-02 00:14:38,C101725,cancelled,Kanpur,Uttar Pradesh,411841
O804797,2024-05-02 02:36:42,C101689,cancelled,Surat,Gujarat,291593
O808761,2024-05-02 03:02:59,C101558,delivered,Ahmedabad,Gujarat,465887
O807341,2024-05-02 04:13:52,C100171,shipped,Pune,Maharashtra,584768
O811705,2024-05-02 04:28:00,C100434,delivered,Gurugram,Haryana,633277
O809208,2024-05-02 04:28:15,C100813,delivered,Kolkata,West Bengal,202416
O810511,2024-05-02 08:38:06,C101439,delivered,Noida,Uttar Pradesh,370186
O804830,2024-05-02 12:37:37,C102968,processing,Bengaluru,Karnataka,419642
O805219,2024-05-02 12:44:47,C101128,delivered,Mumbai,Maharashtra,523270
O809626,2024-05-02 12:54:03,C100629,processing,Indore,Madhya Pradesh,371674
O810322,2024-05-02 16:38:18,C101603,cancelled,Ahmedabad,Gujarat,525331
O808439,2024-05-02 17:01:59,C102266,cancelled,Coimbatore,Tamil Nadu,310144
O808593,2024-05-02 17:59:24,C100714,delivered,Ahmedabad,Gujarat,257702
O806597,2024-05-02 19:06:36,C101137,cancelled,Kolkata,West Bengal,220290
O806476,2024-05-02 19:54:51,C102623,returned,Mumbai,Maharashtra,128781
O809734,2024-05-02 21:27:18,C102538,delivered,Pune,Maharashtra,117904
O801788,2024-05-02 21:38:13,C100063,delivered,Noida,Uttar Pradesh,506848
O802859,2024-05-02 22:47:44,C100062,delivered,Nagpur,Maharashtra,614609
O809811,2024-05-03 04:44:59,C101171,delivered,Noida,Uttar Pradesh,476349
O800340,2024-05-03 05:01:00,C100819,processing,Bhopal,Madhya Pradesh,145790
O806982,2024-05-03 05:38:34,C102689,delivered,Kolkata,West Bengal,603857
O808635,2024-05-03 06:53:14,C100489,shipped,Kanpur,Uttar Pradesh,541856
O809869,2024-05-03 09:15:06,C102695,processing,Kanpur,Uttar Pradesh,355702
O811968,2024-05-03 10:40:12,C102599,delivered,Ahmedabad,Gujarat,171836
O807734,2024-05-03 12:03:01,C102034,cancelled,Hyderabad,Telangana,375161
O804281,2024-05-03 12:39:03,C101637,shipped,Gurugram,Haryana,252394
O803148,2024-05-03 13:08:07,C102751,returned,Coimbatore,Tamil Nadu,437222
O801537,2024-05-03 14:45:15,C101502,delivered,Delhi,Delhi,149767
O802267,2024-05-03 15:05:45,C102276,delivered,Chennai,Tamil Nadu,375953
O811078,2024-05-03 17:20:37,C102631,delivered,Lucknow,Uttar Pradesh,664070
O806347,2024-05-03 18:59:46,C101977,delivered,Nagpur,Maharashtra,184176
O808295,2024-05-04 01:03:00,C101815,returned,Kolkata,West Bengal,457608
O810643,2024-05-04 01:11:44,C101445,delivered,Coimbatore,Tamil Nadu,394732
O806492,2024-05-04 01:53:49,C101147,delivered,Delhi,Delhi,329073
O802922,2024-05-04 03:52:59,C101737,delivered,Mumbai,Maharashtra,659666
O802039,2024-05-04 08:43:38,C100379,delivered,Nagpur,Maharashtra,377439
O802059,2024-05-04 08:49:15,C101800,delivered,Pune,Maharashtra,223920
O802181,2024-05-04 10:34:48,C101699,delivered,Mumbai,Maharashtra,479775
O803588,2024-05-04 11:30:35,C102466,returned,Mysuru,Karnataka,664840
O805290,2024-05-04 17:14:50,C101709,delivered,Indore,Madhya Pradesh,314249
O808628,2024-05-04 18:47:59,C101599,delivered,Hyderabad,Telangana,132462
O800895,2024-05-04 22:26:23,C102935,delivered,Surat,Gujarat,644940
O811315,2024-05-05 01:12:20,C101081,delivered,Lucknow,Uttar Pradesh,600576
O806362,2024-05-05 04:26:39,C101110,returned,Mumbai,Maharashtra,483221
O811594,2024-05-05 04:34:14,C102848,delivered,Mysuru,Karnataka,682130
O800590,2024-05-05 04:52:38,C101457,delivered,Jaipur,Rajasthan,236417
O811309,2024-05-05 05:29:44,C102859,delivered,Surat,Gujarat,414751
O801058,2024-05-05 06:28:33,C101194,delivered,Nagpur,Maharashtra,667647
O805050,2024-05-05 06:38:24,C102872,delivered,Bhopal,Madhya Pradesh,277605
O809736,2024-05-05 07:22:16,C101412,delivered,Kanpur,Uttar Pradesh,642669
O802067,2024-05-05 07:26:16,C101618,delivered,Surat,Gujarat,429753
O804106,2024-05-05 07:35:32,C100975,delivered,Kolkata,West Bengal,120207
O810683,2024-05-05 07:50:29,C100643,delivered,Chennai,Tamil Nadu,387311
O809089,2024-05-05 08:30:57,C100921,delivered,Kolkata,West Bengal,572326
O803271,2024-05-05 08:32:49,C100730,delivered,Nagpur,Maharashtra,310940
O808686,2024-05-05 08:34:43,C102307,shipped,Surat,Gujarat,393071
O806723,2024-05-05 13:58:41,C102617,cancelled,Surat,Gujarat,240016
O805530,2024-05-05 14:57:24,C100992,delivered,Kanpur,Uttar Pradesh,672453
O810389,2024-05-05 15:14:30,C101939,returned,Jaipur,Rajasthan,539791
O807812,2024-05-05 15:34:21,C100469,delivered,Indore,Madhya Pradesh,472355
O804521,2024-05-05 15:38:24,C101835,delivered,Delhi,Delhi,681920
O802440,2024-05-05 18:54:26,C101320,delivered,Indore,Madhya Pradesh,631921
O806237,2024-05-05 19:32:02,C102728,delivered,Surat,Gujarat,483921
O805398,2024-05-05 19:58:02,C101052,cancelled,Bhopal,Madhya Pradesh,263329
O810817,2024-05-05 20:56:05,C101603,delivered,Ahmedabad,Gujarat,525331
O807991,2024-05-05 21:27:26,C100987,delivered,Pune,Maharashtra,247852
O807130,2024-05-05 22:10:08,C100502,delivered,Chennai,Tamil Nadu,671700
O805821,2024-05-06 00:18:52,C101136,processing,Mysuru,Karnataka,226189
O803846,2024-05-06 02:05:55,C100189,delivered,Lucknow,Uttar Pradesh,672229
O806123,2024-05-06 03:43:42,C100732,delivered,Indore,Madhya Pradesh,169949
O808951,2024-05-06 05:01:06,C102687,delivered,Kanpur,Uttar Pradesh,683374
O805479,2024-05-06 05:29:40,C102905,delivered,Coimbatore,Tamil Nadu,592898
O804399,2024-05-06 06:28:39,C100157,delivered,Bengaluru,Karnataka,335825
O810745,2024-05-06 11:18:00,C101509,delivered,Kolkata,West Bengal,362411
O810061,2024-05-06 11:36:33,C101817,processing,Chennai,Tamil Nadu,191991
O802917,2024-05-06 12:05:54,C101049,delivered,Kanpur,Uttar Pradesh,645580
O809144,2024-05-06 12:11:55,C101092,delivered,Bengaluru,Karnataka,110209
O809962,2024-05-06 14:45:24,C102532,delivered,Pune,Maharashtra,411951
O808245,2024-05-06 15:49:26,C100146,delivered,Lucknow,Uttar Pradesh,205057
O800578,2024-05-06 16:03:30,C101903,returned,Mumbai,Maharashtra,481427
O807829,2024-05-06 16:52:02,C101252,delivered,Bhopal,Madhya Pradesh,544034
O803551,2024-05-06 20:41:35,C101682,delivered,Bhopal,Madhya Pradesh,260943
O802182,2024-05-06 22:32:42,C101335,cancelled,Indore,Madhya Pradesh,599572
O803047,2024-05-06 22:44:25,C101317,shipped,Nagpur,Maharashtra,161690
O805541,2024-05-07 04:36:46,C102310,delivered,Kanpur,Uttar Pradesh,496060
O806427,2024-05-07 07:52:45,C100550,delivered,Kolkata,West Bengal,167450
O808022,2024-05-07 08:14:32,C102835,shipped,Bengaluru,Karnataka,455922
O801493,2024-05-07 09:21:15,C101088,delivered,Indore,Madhya Pradesh,320126
O806099,2024-05-07 13:12:01,C100301,delivered,Kanpur,Uttar Pradesh,597335
O809105,2024-05-07 16:03:43,C100036,delivered,Gurugram,Haryana,281172
O808875,2024-05-07 19:06:24,C100968,returned,Mumbai,Maharashtra,694172
O806236,2024-05-07 20:05:07,C102977,delivered,Hyderabad,Telangana,213431
O810659,2024-05-07 22:15:30,C102965,delivered,Kolkata,West Bengal,271386
O800333,2024-05-07 22:53:29,C100087,delivered,Chennai,Tamil Nadu,642860
