order_id,shipment_date,expected_delivery_date,delivery_date,on_time_delivery
O809927,2024-03-20 18:06:41,2024-03-24 18:06:41,2024-03-24 18:06:41,1.0
O804255,2024-03-21 18:11:08,2024-03-25 18:11:08,2024-03-25 18:11:08,1.0
O809982,2024-03-20 18:38:45,2024-03-23 18:38:45,2024-03-23 18:38:45,1.0
O808893,2024-03-20 18:40:59,2024-03-23 18:40:59,,
O803761,2024-03-20 19:51:28,2024-03-23 19:51:28,2024-03-23 19:51:28,1.0
O808921,2024-03-21 20:57:54,2024-03-23 20:57:54,2024-03-25 20:57:54,0.0
O806623,2024-03-20 22:09:14,2024-03-23 22:09:14,2024-03-23 22:09:14,1.0
O810249,2024-03-22 02:31:35,2024-03-24 02:31:35,2024-03-26 02:31:35,0.0
O809461,2024-03-21 03:22:31,2024-03-23 03:22:31,2024-03-23 03:22:31,1.0
O808075,2024-03-22 04:03:30,2024-03-24 04:03:30,,
O806823,2024-03-22 04:20:46,2024-03-27 04:20:46,2024-03-27 04:20:46,1.0
O811542,2024-03-22 04:58:33,2024-03-24 04:58:33,2024-03-24 04:58:33,1.0
O811855,2024-03-21 04:59:37,2024-03-27 04:59:37,2024-03-27 04:59:37,1.0
O808640,2024-03-21 06:33:01,2024-03-23 06:33:01,2024-03-23 06:33:01,1.0
O802126,2024-03-21 07:41:31,2024-03-25 07:41:31,2024-03-25 07:41:31,1.0
O809422,2024-03-21 08:35:59,2024-03-24 08:35:59,,
O804422,2024-03-21 11:40:44,2024-03-24 11:40:44,2024-03-24 11:40:44,1.0
O801727,2024-03-21 11:58:38,2024-03-25 11:58:38,2024-03-25 11:58:38,1.0
O803399,2024-03-21 13:23:39,2024-03-23 13:23:39,,
O804214,2024-03-21 14:04:23,2024-03-25 14:04:23,2024-03-25 14:04:23,1.0
O804322,2024-03-22 15:05:33,2024-03-26 15:05:33,2024-03-26 15:05:33,1.0
O809637,2024-03-22 15:33:51,2024-03-23 15:33:51,,
O800403,2024-03-22 16:31:45,2024-03-24 16:31:45,2024-03-24 16:31:45,1.0
O804845,2024-03-21 17:16:43,2024-03-23 17:16:43,2024-03-23 17:16:43,1.0
O806866,2024-03-21 17:48:37,2024-03-27 17:48:37,,
O806270,2024-03-22 20:52:22,2024-03-25 20:52:22,2024-03-25 20:52:22,1.0
O807817,2024-03-22 23:05:27,2024-03-24 23:05:27,2024-03-24 23:05:27,1.0
O800343,2024-03-23 01:36:51,2024-03-24 01:36:51,2024-03-24 01:36:51,1.0
O810277,2024-03-22 02:16:23,2024-03-26 02:16:23,,
O811410,2024-03-23 03:05:52,2024-03-24 03:05:52,2024-03-24 03:05:52,1.0
O800621,2024-03-23 05:13:26,2024-03-27 05:13:26,2024-03-27 05:13:26,1.0
O811273,2024-03-23 06:54:41,2024-03-25 06:54:41,2024-03-25 06:54:41,1.0
O804810,2024-03-22 07:23:27,2024-03-25 07:23:27,,
O803084,2024-03-23 07:48:19,2024-03-26 07:48:19,2024-03-31 07:48:19,0.0
O808797,2024-03-23 08:57:09,2024-03-28 08:57:09,,
O800985,2024-03-23 09:11:14,2024-03-25 09:11:14,,
O810768,2024-03-23 20:10:11,2024-03-25 20:10:11,2024-03-25 20:10:11,1.0
O802393,2024-03-23 01:00:44,2024-03-27 01:00:44,2024-03-27 01:00:44,1.0
O806454,2024-03-23 01:39:17,2024-03-29 01:39:17,2024-03-29 01:39:17,1.0
O811506,2024-03-24 02:15:20,2024-03-26 02:15:20,2024-03-26 02:15:20,1.0
O802683,2024-03-23 03:34:08,2024-03-28 03:34:08,2024-03-28 03:34:08,1.0
O807375,2024-03-24 03:53:05,2024-03-27 03:53:05,2024-03-27 03:53:05,1.0
O808336,2024-03-23 05:28:14,2024-03-28 05:28:14,2024-04-01 05:28:14,0.0
O811639,2024-03-23 06:21:39,2024-03-26 06:21:39,2024-03-26 06:21:39,1.0
O800454,2024-03-23 09:36:42,2024-03-27 09:36:42,,
O806157,2024-03-24 09:54:33,2024-03-26 09:54:33,2024-03-26 09:54:33,1.0
O800428,2024-03-23 10:36:29,2024-03-27 10:36:29,2024-03-27 10:36:29,1.0
O811935,2024-03-23 11:32:18,2024-03-26 11:32:18,2024-03-26 11:32:18,1.0
O804634,2024-03-24 13:24:34,2024-03-28 13:24:34,2024-03-28 13:24:34,1.0
O809875,2024-03-24 16:36:09,2024-03-26 16:36:09,2024-03-26 16:36:09,1.0
O803999,2024-03-24 16:57:35,2024-03-26 16:57:35,2024-03-26 16:57:35,1.0
O805103,2024-03-24 17:13:09,2024-03-28 17:13:09,,
O802330,2024-03-23 19:32:05,2024-03-26 19:32:05,2024-03-26 19:32:05,1.0
O806369,2024-03-24 19:52:55,2024-03-27 19:52:55,,
O802523,2024-03-23 21:01:56,2024-03-26 21:01:56,,
O802451,2024-03-24 21:18:13,2024-03-27 21:18:13,2024-03-27 21:18:13,1.0
O802883,2024-03-24 21:22:58,2024-03-27 21:22:58,2024-03-27 21:22:58,1.0
O803677,2024-03-23 21:42:30,2024-03-27 21:42:30,2024-03-27 21:42:30,1.0
O803046,2024-03-23 22:41:51,2024-03-27 22:41:51,2024-03-27 22:41:51,1.0
O801722,2024-03-23 23:10:00,2024-03-27 23:10:00,2024-03-27 23:10:00,1.0
O804799,2024-03-24 02:02:39,2024-03-28 02:02:39,,
O810973,2024-03-24 02:10:11,2024-03-28 02:10:11,2024-03-28 02:10:11,1.0
O809043,2024-03-24 02:21:23,2024-03-29 02:21:23,2024-03-29 02:21:23,1.0
O802416,2024-03-24 02:49:36,2024-03-27 02:49:36,2024-03-27 02:49:36,1.0
O801409,2024-03-25 06:30:08,2024-03-29 06:30:08,2024-03-29 06:30:08,1.0
O808659,2024-03-24 09:50:33,2024-03-26 09:50:33,2024-03-29 09:50:33,0.0
O809576,2024-03-24 10:59:55,2024-03-28 10:59:55,2024-03-28 10:59:55,1.0
O803887,2024-03-25 11:36:19,2024-03-27 11:36:19,2024-03-27 11:36:19,1.0
O800582,2024-03-24 12:26:06,2024-03-28 12:26:06,2024-03-28 12:26:06,1.0
O811248,2024-03-24 14:51:48,2024-03-28 14:51:48,2024-03-28 14:51:48,1.0
O810493,2024-03-24 17:55:12,2024-03-29 17:55:12,2024-03-29 17:55:12,1.0
O811001,2024-03-24 18:38:16,2024-03-27 18:38:16,2024-03-27 18:38:16,1.0
O811611,2024-03-26 00:58:15,2024-03-28 00:58:15,2024-03-28 00:58:15,1.0
O801482,2024-03-25 02:01:28,2024-03-29 02:01:28,2024-03-29 02:01:28,1.0
O806963,2024-03-26 02:27:45,2024-03-28 02:27:45,2024-03-28 02:27:45,1.0
O801668,2024-03-26 02:49:44,2024-03-31 02:49:44,2024-03-31 02:49:44,1.0
O808424,2024-03-25 04:33:10,2024-03-30 04:33:10,2024-03-30 04:33:10,1.0
O801968,2024-03-26 07:14:17,2024-03-30 07:14:17,2024-03-30 07:14:17,1.0
O800972,2024-03-26 07:51:02,2024-03-30 07:51:02,2024-03-30 07:51:02,1.0
O803683,2024-03-25 08:27:06,2024-03-29 08:27:06,2024-04-01 08:27:06,0.0
O800601,2024-03-25 09:06:54,2024-03-29 09:06:54,2024-03-29 09:06:54,1.0
O803482,2024-03-26 12:05:26,2024-03-27 12:05:26,2024-03-27 12:05:26,1.0
O805464,2024-03-25 14:22:36,2024-03-29 14:22:36,,
O806620,2024-03-26 14:26:38,2024-03-28 14:26:38,,
O804682,2024-03-25 15:33:09,2024-03-27 15:33:09,2024-03-27 15:33:09,1.0
O806026,2024-03-26 15:40:19,2024-03-31 15:40:19,2024-03-31 15:40:19,1.0
O810347,2024-03-25 17:09:51,2024-03-31 17:09:51,,
O807343,2024-03-25 17:52:19,2024-03-30 17:52:19,,
O810549,2024-03-26 18:23:20,2024-03-29 18:23:20,,
O806875,2024-03-25 18:43:25,2024-03-27 18:43:25,,
O806806,2024-03-25 19:17:45,2024-03-28 19:17:45,,
O803173,2024-03-25 20:32:36,2024-03-27 20:32:36,2024-03-27 20:32:36,1.0
O802809,2024-03-27 03:09:54,2024-03-29 03:09:54,2024-03-29 03:09:54,1.0
O809250,2024-03-26 06:10:10,2024-03-29 06:10:10,,
O807831,2024-03-26 06:46:09,2024-03-30 06:46:09,2024-03-30 06:46:09,1.0
O801817,2024-03-26 08:30:55,2024-03-28 08:30:55,,
O800098,2024-03-27 09:37:11,2024-03-29 09:37:11,2024-03-29 09:37:11,1.0
O804863,2024-03-26 09:53:39,2024-03-31 09:53:39,2024-03-31 09:53:39,1.0
O811278,2024-03-26 13:31:56,2024-03-29 13:31:56,2024-03-29 13:31:56,1.0
O805329,2024-03-27 16:14:07,2024-03-30 16:14:07,,
O805026,2024-03-27 17:03:16,2024-03-28 17:03:16,2024-03-28 17:03:16,1.0
O807860,2024-03-27 17:35:10,2024-03-31 17:35:10,2024-03-31 17:35:10,1.0
O806271,2024-03-27 20:47:19,2024-03-28 20:47:19,,
O809797,2024-03-27 00:04:32,2024-03-30 00:04:32,,
O807804,2024-03-28 01:06:57,2024-04-02 01:06:57,2024-04-02 01:06:57,1.0
O808239,2024-03-27 03:08:40,2024-03-30 03:08:40,2024-03-30 03:08:40,1.0
O811459,2024-03-28 05:43:40,2024-03-29 05:43:40,2024-03-29 05:43:40,1.0
O810370,2024-03-28 05:55:15,2024-03-30 05:55:15,2024-03-30 05:55:15,1.0
O806593,2024-03-28 06:18:08,2024-03-30 06:18:08,2024-03-30 06:18:08,1.0
O809910,2024-03-27 07:08:22,2024-03-31 07:08:22,2024-03-31 07:08:22,1.0
O810337,2024-03-28 08:25:49,2024-03-30 08:25:49,,
O800862,2024-03-28 09:31:51,2024-03-29 09:31:51,,
O805953,2024-03-28 15:09:14,2024-03-30 15:09:14,2024-03-30 15:09:14,1.0
O800163,2024-03-28 17:13:47,2024-03-31 17:13:47,2024-03-31 17:13:47,1.0
O801946,2024-03-27 18:18:11,2024-04-02 18:18:11,2024-04-02 18:18:11,1.0
O800021,2024-03-28 23:39:48,2024-03-31 23:39:48,2024-03-31 23:39:48,1.0
O800238,2024-03-29 02:56:22,2024-04-02 02:56:22,,
O810242,2024-03-29 03:50:20,2024-03-31 03:50:20,2024-03-31 03:50:20,1.0
O807180,2024-03-28 03:55:54,2024-03-31 03:55:54,,
O808904,2024-03-29 04:51:40,2024-04-02 04:51:40,2024-04-02 04:51:40,1.0
O809665,2024-03-29 06:00:37,2024-04-01 06:00:37,2024-04-01 06:00:37,1.0
O805922,2024-03-28 07:13:32,2024-03-31 07:13:32,2024-03-31 07:13:32,1.0
O802350,2024-03-28 08:08:03,2024-04-02 08:08:03,,
O804111,2024-03-28 09:25:02,2024-03-30 09:25:02,2024-03-30 09:25:02,1.0
O800696,2024-03-28 09:30:29,2024-03-30 09:30:29,2024-04-01 09:30:29,0.0
O801247,2024-03-28 09:48:08,2024-04-01 09:48:08,2024-04-01 09:48:08,1.0
O808411,2024-03-28 10:01:20,2024-04-03 10:01:20,,
O808289,2024-03-29 10:19:35,2024-03-31 10:19:35,2024-03-31 10:19:35,1.0
O808714,2024-03-29 14:46:11,2024-04-03 14:46:11,2024-04-03 14:46:11,1.0
O810440,2024-03-28 15:04:34,2024-04-03 15:04:34,2024-04-03 15:04:34,1.0
O803145,2024-03-28 15:33:50,2024-03-30 15:33:50,2024-03-30 15:33:50,1.0
O803218,2024-03-28 15:48:41,2024-04-01 15:48:41,2024-04-01 15:48:41,1.0
O803614,2024-03-28 16:44:04,2024-03-31 16:44:04,2024-03-31 16:44:04,1.0
O809199,2024-03-29 20:59:47,2024-03-31 20:59:47,2024-03-31 20:59:47,1.0
O803980,2024-03-28 22:17:46,2024-03-31 22:17:46,2024-03-31 22:17:46,1.0
O805608,2024-03-28 23:03:09,2024-04-02 23:03:09,2024-04-02 23:03:09,1.0
O809031,2024-03-28 23:48:35,2024-04-02 23:48:35,2024-04-02 23:48:35,1.0
O805029,2024-03-30 00:24:18,2024-04-01 00:24:18,,
O805641,2024-03-30 00:50:52,2024-04-01 00:50:52,2024-04-01 00:50:52,1.0
O802496,2024-03-29 03:03:39,2024-04-02 03:03:39,,
O804448,2024-03-29 03:52:10,2024-04-01 03:52:10,2024-04-01 03:52:10,1.0
O810286,2024-03-29 06:48:26,2024-04-02 06:48:26,,
O806441,2024-03-29 10:49:10,2024-04-02 10:49:10,,
O801588,2024-03-30 16:29:39,2024-04-03 16:29:39,2024-04-03 16:29:39,1.0
O803043,2024-03-30 20:28:32,2024-04-02 20:28:32,,
O800775,2024-03-29 21:04:46,2024-04-02 21:04:46,,
O802256,2024-03-30 21:08:21,2024-04-02 21:08:21,2024-04-02 21:08:21,1.0
O806133,2024-03-29 21:35:29,2024-04-01 21:35:29,2024-04-01 21:35:29,1.0
O810843,2024-03-30 23:07:51,2024-04-04 23:07:51,2024-04-04 23:07:51,1.0
O803563,2024-03-29 23:10:24,2024-04-02 23:10:24,,
O805988,2024-03-30 01:21:21,2024-04-04 01:21:21,2024-04-09 01:21:21,0.0
O805664,2024-03-31 01:34:15,2024-04-02 01:34:15,2024-04-07 01:34:15,0.0
O802544,2024-03-31 02:14:51,2024-04-03 02:14:51,2024-04-03 02:14:51,1.0
O805499,2024-03-30 02:19:25,2024-04-01 02:19:25,,
O803286,2024-03-30 03:28:57,2024-04-01 03:28:57,2024-04-01 03:28:57,1.0
O805585,2024-03-30 04:43:15,2024-04-01 04:43:15,2024-04-01 04:43:15,1.0
O809945,2024-03-31 05:50:09,2024-04-04 05:50:09,2024-04-04 05:50:09,1.0
O807390,2024-03-30 05:50:35,2024-04-03 05:50:35,,
O801437,2024-03-30 07:52:37,2024-04-03 07:52:37,2024-04-03 07:52:37,1.0
O807979,2024-03-30 10:09:52,2024-04-05 10:09:52,2024-04-05 10:09:52,1.0
O803726,2024-03-31 10:15:37,2024-04-04 10:15:37,,
O808623,2024-03-31 10:37:33,2024-04-03 10:37:33,2024-04-03 10:37:33,1.0
O807028,2024-03-31 12:19:23,2024-04-02 12:19:23,,
O801197,2024-03-31 12:53:04,2024-04-02 12:53:04,2024-04-02 12:53:04,1.0
O808974,2024-03-30 13:09:53,2024-04-03 13:09:53,2024-04-03 13:09:53,1.0
O809821,2024-03-31 15:08:52,2024-04-02 15:08:52,,
O801417,2024-03-30 15:11:27,2024-04-02 15:11:27,2024-04-02 15:11:27,1.0
O809710,2024-03-31 15:49:10,2024-04-03 15:49:10,2024-04-03 15:49:10,1.0
O804954,2024-03-31 17:28:05,2024-04-04 17:28:05,2024-04-04 17:28:05,1.0
O804987,2024-03-31 17:47:33,2024-04-03 17:47:33,2024-04-03 17:47:33,1.0
O802687,2024-03-31 20:28:22,2024-04-04 20:28:22,2024-04-04 20:28:22,1.0
O800701,2024-03-31 22:12:10,2024-04-04 22:12:10,2024-04-04 22:12:10,1.0
O801993,2024-03-31 00:57:37,2024-04-04 00:57:37,2024-04-04 00:57:37,1.0
O805708,2024-04-01 06:56:29,2024-04-02 06:56:29,2024-04-02 06:56:29,1.0
O801958,2024-04-01 08:19:16,2024-04-04 08:19:16,,
O811450,2024-03-31 08:31:13,2024-04-03 08:31:13,,
O809124,2024-03-31 08:36:32,2024-04-05 08:36:32,2024-04-05 08:36:32,1.0
O807132,2024-03-31 11:09:49,2024-04-02 11:09:49,,
O805934,2024-03-31 11:49:54,2024-04-04 11:49:54,,
O802284,2024-04-01 15:40:58,2024-04-03 15:40:58,2024-04-03 15:40:58,1.0
O804325,2024-04-01 16:36:13,2024-04-03 16:36:13,2024-04-03 16:36:13,1.0
O809164,2024-04-01 18:23:10,2024-04-04 18:23:10,2024-04-04 18:23:10,1.0
O802570,2024-03-31 18:48:21,2024-04-04 18:48:21,2024-04-04 18:48:21,1.0
O809698,2024-04-01 21:39:47,2024-04-04 21:39:47,2024-04-04 21:39:47,1.0
O802466,2024-03-31 21:52:21,2024-04-03 21:52:21,,
O808630,2024-04-01 23:12:33,2024-04-05 23:12:33,2024-04-05 23:12:33,1.0
O804342,2024-04-01 23:43:36,2024-04-05 23:43:36,2024-04-05 23:43:36,1.0
O810480,2024-03-31 23:49:10,2024-04-05 23:49:10,2024-04-05 23:49:10,1.0
O805766,2024-04-02 01:21:51,2024-04-04 01:21:51,2024-04-04 01:21:51,1.0
O801041,2024-04-01 01:44:14,2024-04-07 01:44:14,2024-04-07 01:44:14,1.0
O800150,2024-04-02 02:45:22,2024-04-04 02:45:22,2024-04-04 02:45:22,1.0
O803204,2024-04-01 03:37:37,2024-04-03 03:37:37,,
O807724,2024-04-02 03:40:45,2024-04-06 03:40:45,2024-04-06 03:40:45,1.0
O809708,2024-04-02 04:50:14,2024-04-03 04:50:14,2024-04-03 04:50:14,1.0
O808812,2024-04-02 06:27:19,2024-04-07 06:27:19,2024-04-07 06:27:19,1.0
O811820,2024-04-01 10:29:40,2024-04-03 10:29:40,2024-04-03 10:29:40,1.0
O801741,2024-04-02 10:33:44,2024-04-03 10:33:44,,
O805439,2024-04-02 11:51:45,2024-04-03 11:51:45,2024-04-03 11:51:45,1.0
O809088,2024-04-02 12:14:00,2024-04-03 12:14:00,2024-04-03 12:14:00,1.0
O802535,2024-04-02 12:36:01,2024-04-04 12:36:01,,
O800508,2024-04-01 13:05:20,2024-04-06 13:05:20,,
O804190,2024-04-01 14:15:41,2024-04-03 14:15:41,2024-04-03 14:15:41,1.0
O807780,2024-04-01 16:10:47,2024-04-06 16:10:47,2024-04-06 16:10:47,1.0
O801844,2024-04-02 20:25:42,2024-04-04 20:25:42,2024-04-04 20:25:42,1.0
O810258,2024-04-01 21:19:32,2024-04-06 21:19:32,2024-04-06 21:19:32,1.0
O806461,2024-04-02 21:48:19,2024-04-04 21:48:19,2024-04-04 21:48:19,1.0
O807468,2024-04-02 23:54:27,2024-04-05 23:54:27,2024-04-05 23:54:27,1.0
O803728,2024-04-02 03:34:10,2024-04-04 03:34:10,2024-04-04 03:34:10,1.0
O810936,2024-04-03 06:44:48,2024-04-06 06:44:48,,
O807838,2024-04-03 10:38:06,2024-04-05 10:38:06,,
O805394,2024-04-03 10:58:41,2024-04-05 10:58:41,2024-04-05 10:58:41,1.0
O810679,2024-04-02 12:12:43,2024-04-06 12:12:43,,
O805308,2024-04-02 14:09:40,2024-04-07 14:09:40,2024-04-07 14:09:40,1.0
O809488,2024-04-02 15:02:54,2024-04-06 15:02:54,2024-04-06 15:02:54,1.0
O800125,2024-04-03 17:42:59,2024-04-07 17:42:59,2024-04-07 17:42:59,1.0
O808208,2024-04-02 19:37:26,2024-04-05 19:37:26,,
O807938,2024-04-02 19:58:14,2024-04-06 19:58:14,,
O806637,2024-04-03 22:49:04,2024-04-04 22:49:04,2024-04-04 22:49:04,1.0
O802142,2024-04-02 23:39:09,2024-04-08 23:39:09,,
O809165,2024-04-03 23:57:50,2024-04-06 23:57:50,,
O809685,2024-04-03 00:00:11,2024-04-07 00:00:11,,
O810357,2024-04-03 00:59:10,2024-04-08 00:59:10,2024-04-08 00:59:10,1.0
O801736,2024-04-03 01:20:41,2024-04-07 01:20:41,2024-04-07 01:20:41,1.0
O810235,2024-04-03 02:37:45,2024-04-06 02:37:45,2024-04-06 02:37:45,1.0
O801349,2024-04-03 04:12:59,2024-04-07 04:12:59,2024-04-07 04:12:59,1.0
O803861,2024-04-04 04:35:52,2024-04-07 04:35:52,2024-04-07 04:35:52,1.0
O809842,2024-04-04 04:46:56,2024-04-07 04:46:56,,
O804706,2024-04-03 05:07:13,2024-04-08 05:07:13,2024-04-08 05:07:13,1.0
O803977,2024-04-04 06:53:20,2024-04-06 06:53:20,2024-04-06 06:53:20,1.0
O809659,2024-04-03 09:05:32,2024-04-08 09:05:32,,
O811848,2024-04-04 10:20:18,2024-04-06 10:20:18,2024-04-06 10:20:18,1.0
O800737,2024-04-04 12:56:56,2024-04-06 12:56:56,2024-04-06 12:56:56,1.0
O800077,2024-04-04 15:03:30,2024-04-06 15:03:30,2024-04-06 15:03:30,1.0
O800056,2024-04-03 18:35:10,2024-04-05 18:35:10,2024-04-05 18:35:10,1.0
O807460,2024-04-03 18:40:12,2024-04-06 18:40:12,2024-04-06 18:40:12,1.0
O802307,2024-04-04 18:57:33,2024-04-09 18:57:33,2024-04-09 18:57:33,1.0
O806917,2024-04-03 20:11:31,2024-04-07 20:11:31,2024-04-07 20:11:31,1.0
O803979,2024-04-04 21:01:50,2024-04-06 21:01:50,2024-04-10 21:01:50,0.0
O800121,2024-04-03 23:10:06,2024-04-06 23:10:06,2024-04-06 23:10:06,1.0
O803182,2024-04-04 00:51:01,2024-04-07 00:51:01,2024-04-07 00:51:01,1.0
O806969,2024-04-04 00:51:20,2024-04-08 00:51:20,,
O804328,2024-04-04 02:22:15,2024-04-07 02:22:15,2024-04-07 02:22:15,1.0
O802923,2024-04-05 02:35:11,2024-04-09 02:35:11,,
O809431,2024-04-05 03:53:52,2024-04-07 03:53:52,2024-04-07 03:53:52,1.0
O806385,2024-04-05 04:31:27,2024-04-08 04:31:27,2024-04-08 04:31:27,1.0
O807732,2024-04-04 05:38:03,2024-04-08 05:38:03,2024-04-08 05:38:03,1.0
O809988,2024-04-05 05:54:35,2024-04-08 05:54:35,,
O807113,2024-04-05 05:56:55,2024-04-10 05:56:55,2024-04-10 05:56:55,1.0
O802249,2024-04-05 06:19:40,2024-04-07 06:19:40,2024-04-07 06:19:40,1.0
O811936,2024-04-04 06:54:52,2024-04-06 06:54:52,2024-04-06 06:54:52,1.0
O803441,2024-04-04 08:37:09,2024-04-07 08:37:09,2024-04-07 08:37:09,1.0
O809922,2024-04-05 09:25:31,2024-04-06 09:25:31,2024-04-06 09:25:31,1.0
O809714,2024-04-04 12:32:18,2024-04-09 12:32:18,2024-04-09 12:32:18,1.0
O809080,2024-04-05 12:43:47,2024-04-07 12:43:47,2024-04-07 12:43:47,1.0
O806435,2024-04-04 13:17:17,2024-04-08 13:17:17,2024-04-08 13:17:17,1.0
O810649,2024-04-05 14:06:59,2024-04-07 14:06:59,2024-04-07 14:06:59,1.0
O800618,2024-04-05 20:39:22,2024-04-06 20:39:22,,
O802555,2024-04-04 22:44:51,2024-04-07 22:44:51,2024-04-07 22:44:51,1.0
O805036,2024-04-04 23:24:10,2024-04-10 23:24:10,2024-04-10 23:24:10,1.0
O807399,2024-04-06 00:45:23,2024-04-11 00:45:23,2024-04-11 00:45:23,1.0
O800784,2024-04-06 03:00:09,2024-04-09 03:00:09,2024-04-09 03:00:09,1.0
O806425,2024-04-05 04:16:44,2024-04-08 04:16:44,2024-04-08 04:16:44,1.0
O801829,2024-04-05 06:15:29,2024-04-11 06:15:29,2024-04-11 06:15:29,1.0
O807227,2024-04-06 07:26:31,2024-04-08 07:26:31,2024-04-08 07:26:31,1.0
O803157,2024-04-05 10:01:22,2024-04-07 10:01:22,2024-04-07 10:01:22,1.0
O807643,2024-04-06 10:30:56,2024-04-11 10:30:56,2024-04-16 10:30:56,0.0
O802498,2024-04-05 11:51:22,2024-04-10 11:51:22,2024-04-10 11:51:22,1.0
O803524,2024-04-05 13:42:48,2024-04-09 13:42:48,2024-04-09 13:42:48,1.0
O802458,2024-04-05 14:53:56,2024-04-10 14:53:56,,
O804284,2024-04-06 17:45:14,2024-04-07 17:45:14,,
O803545,2024-04-05 18:13:55,2024-04-08 18:13:55,2024-04-08 18:13:55,1.0
O810784,2024-04-05 19:51:01,2024-04-07 19:51:01,2024-04-07 19:51:01,1.0
O801305,2024-04-05 22:35:48,2024-04-10 22:35:48,2024-04-10 22:35:48,1.0
O802843,2024-04-06 00:31:27,2024-04-09 00:31:27,,
O802848,2024-04-07 00:45:42,2024-04-11 00:45:42,,
O805101,2024-04-07 02:54:20,2024-04-10 02:54:20,2024-04-10 02:54:20,1.0
O804605,2024-04-07 07:40:37,2024-04-10 07:40:37,,
O806091,2024-04-07 07:48:19,2024-04-11 07:48:19,,
O810526,2024-04-07 08:51:59,2024-04-09 08:51:59,2024-04-12 08:51:59,0.0
O802775,2024-04-07 08:54:52,2024-04-10 08:54:52,2024-04-10 08:54:52,1.0
O811941,2024-04-07 09:51:40,2024-04-11 09:51:40,2024-04-11 09:51:40,1.0
O802749,2024-04-07 10:57:25,2024-04-11 10:57:25,2024-04-11 10:57:25,1.0
O806760,2024-04-07 11:44:48,2024-04-10 11:44:48,2024-04-10 11:44:48,1.0
O807492,2024-04-06 11:57:35,2024-04-09 11:57:35,2024-04-09 11:57:35,1.0
O808432,2024-04-06 13:13:58,2024-04-12 13:13:58,2024-04-12 13:13:58,1.0
O811634,2024-04-06 13:36:14,2024-04-08 13:36:14,2024-04-08 13:36:14,1.0
O801081,2024-04-06 14:11:14,2024-04-11 14:11:14,2024-04-11 14:11:14,1.0
O802653,2024-04-07 14:40:34,2024-04-10 14:40:34,2024-04-10 14:40:34,1.0
O803615,2024-04-07 16:44:31,2024-04-11 16:44:31,2024-04-14 16:44:31,0.0
O802201,2024-04-07 16:44:49,2024-04-10 16:44:49,2024-04-10 16:44:49,1.0
O803682,2024-04-06 18:02:21,2024-04-08 18:02:21,2024-04-08 18:02:21,1.0
O800840,2024-04-06 18:14:45,2024-04-11 18:14:45,2024-04-11 18:14:45,1.0
O803967,2024-04-07 19:20:56,2024-04-09 19:20:56,2024-04-09 19:20:56,1.0
O802248,2024-04-07 19:52:50,2024-04-09 19:52:50,2024-04-09 19:52:50,1.0
O810658,2024-04-07 20:10:17,2024-04-10 20:10:17,2024-04-10 20:10:17,1.0
O800870,2024-04-07 22:55:24,2024-04-10 22:55:24,2024-04-10 22:55:24,1.0
O806490,2024-04-08 00:46:29,2024-04-09 00:46:29,,
O808418,2024-04-08 02:38:50,2024-04-13 02:38:50,2024-04-13 02:38:50,1.0
O805551,2024-04-07 03:59:54,2024-04-11 03:59:54,2024-04-11 03:59:54,1.0
O801937,2024-04-07 05:18:18,2024-04-10 05:18:18,2024-04-10 05:18:18,1.0
O802538,2024-04-08 06:01:30,2024-04-11 06:01:30,2024-04-11 06:01:30,1.0
O804648,2024-04-07 06:08:12,2024-04-11 06:08:12,2024-04-11 06:08:12,1.0
O804028,2024-04-08 06:17:54,2024-04-09 06:17:54,2024-04-09 06:17:54,1.0
O804640,2024-04-08 06:20:58,2024-04-09 06:20:58,2024-04-09 06:20:58,1.0
O804469,2024-04-08 09:42:22,2024-04-11 09:42:22,2024-04-11 09:42:22,1.0
O807564,2024-04-07 15:37:07,2024-04-10 15:37:07,,
O804036,2024-04-07 15:38:28,2024-04-11 15:38:28,,
O801889,2024-04-08 16:14:18,2024-04-10 16:14:18,2024-04-10 16:14:18,1.0
O803476,2024-04-07 22:26:29,2024-04-13 22:26:29,,
O811456,2024-04-07 22:28:34,2024-04-10 22:28:34,2024-04-10 22:28:34,1.0
O808772,2024-04-08 22:55:34,2024-04-09 22:55:34,2024-04-09 22:55:34,1.0
O808297,2024-04-07 23:29:20,2024-04-11 23:29:20,,
O806486,2024-04-09 00:14:17,2024-04-12 00:14:17,2024-04-12 00:14:17,1.0
O804231,2024-04-09 00:34:52,2024-04-12 00:34:52,2024-04-12 00:34:52,1.0
O810404,2024-04-09 02:52:03,2024-04-10 02:52:03,2024-04-10 02:52:03,1.0
O809241,2024-04-09 04:07:23,2024-04-13 04:07:23,2024-04-13 04:07:23,1.0
O811002,2024-04-09 04:32:45,2024-04-11 04:32:45,2024-04-11 04:32:45,1.0
O805859,2024-04-08 04:49:01,2024-04-14 04:49:01,2024-04-18 04:49:01,0.0
O805927,2024-04-08 07:16:39,2024-04-12 07:16:39,,
O802745,2024-04-09 07:52:36,2024-04-12 07:52:36,2024-04-12 07:52:36,1.0
O807464,2024-04-08 09:44:50,2024-04-12 09:44:50,,
O805228,2024-04-08 11:26:34,2024-04-12 11:26:34,2024-04-12 11:26:34,1.0
O810666,2024-04-08 11:40:39,2024-04-11 11:40:39,,
