order_id,product_id,seller_id,quantity,list_price,unit_price,item_total
O805542,P51114,S20046,1,2600,1995.67,1995.67
O805542,P51075,S20028,1,73423,50939.48,50939.48
O805354,P50797,S20193,1,9710,8110.02,8110.02
O804493,P51039,S20005,1,1024,856.26,856.26
O809828,P50137,S20117,2,3980,3565.06,7130.12
O810882,P50654,S20009,1,1342,1054.28,1054.28
O800585,P50793,S20224,1,7585,7082.66,7082.66
O800585,P50188,S20129,1,5043,3484.6,3484.6
O800585,P51015,S20081,1,2746,1901.21,1901.21
O804425,P50526,S20048,1,14009,12658.74,12658.74
O810651,P50128,S20143,1,1365,1235.51,1235.51
O810027,P50113,S20197,1,69624,56061.78,56061.78
O809633,P51110,S20206,1,6907,6250.43,6250.43
O808058,P50225,S20141,1,1091,742.87,742.87
O808058,P50123,S20190,1,5231,4511.38,4511.38
O806253,P50128,S20002,1,1365,1218.32,1218.32
O804362,P50344,S20168,1,2507,1260.69,1260.69
O807686,P50293,S20007,2,5877,5147.04,10294.08
O807686,P50463,S20102,1,5043,2925.74,2925.74
O807686,P50750,S20173,1,14648,8662.32,8662.32
O803755,P51163,S20036,1,7090,4145.95,4145.95
O810633,P51471,S20082,1,526,484.63,484.63
O802895,P51161,S20110,1,11863,9321.61,9321.61
O806638,P50503,S20234,1,3336,2324.6,2324.6
O806638,P50454,S20246,1,28521,24014.59,24014.59
O806638,P50325,S20117,1,72792,64283.98,64283.98
O807547,P50791,S20065,1,415,279.91,279.91
O804371,P50312,S20036,1,2928,2258.79,2258.79
O808410,P50551,S20164,1,6721,4176.85,4176.85
O803336,P50292,S20002,1,6806,5291.64,5291.64
O803336,P50963,S20235,1,3474,2728.72,2728.72
O803186,P50376,S20187,1,24859,24859.0,24859.0
O803186,P50744,S20097,1,144195,122944.15,122944.15
O804054,P50896,S20097,1,73061,53251.86,53251.86
O805795,P50718,S20126,1,34106,31080.66,31080.66
O805795,P50300,S20107,1,6230,6172.36,6172.36
O805795,P51310,S20036,1,1146,906.14,906.14
O804340,P50292,S20111,2,6806,6147.2,12294.4
O809098,P50113,S20235,2,69624,68954.3,137908.6
O811294,P51108,S20122,1,6785,4433.94,4433.94
O811745,P51122,S20160,1,2548,1863.28,1863.28
O811745,P50771,S20213,1,449,332.12,332.12
O808335,P50198,S20238,1,26276,24135.87,24135.87
O802805,P50633,S20248,1,9932,8370.85,8370.85
O802805,P50540,S20192,1,7029,4631.87,4631.87
O802805,P50873,S20044,2,23226,20087.68,40175.36
O811518,P50511,S20175,1,2626,2442.18,2442.18
O802816,P50755,S20063,1,12331,9767.39,9767.39
O802816,P51162,S20059,1,7005,5324.39,5324.39
O806997,P50288,S20146,1,5647,4165.96,4165.96
O811882,P51460,S20186,1,7532,5624.1,5624.1
O811882,P50512,S20041,1,37098,32612.68,32612.68
O803382,P51207,S20100,1,629,567.41,567.41
O806405,P50022,S20014,1,1304,810.83,810.83
O807717,P51357,S20050,3,3649,2503.8,7511.4
O801191,P50936,S20081,1,24332,24170.43,24170.43
O810161,P50461,S20124,2,3703,2536.85,5073.7
O810161,P51217,S20207,1,3929,3601.43,3601.43
O810161,P51276,S20034,1,25637,18107.16,18107.16
O804646,P50208,S20059,1,38181,29623.78,29623.78
O811124,P50073,S20102,1,1960,1352.99,1352.99
O811366,P50436,S20010,1,68915,51894.66,51894.66
O807323,P50356,S20134,1,11393,11393.0,11393.0
O807323,P50675,S20157,1,6685,4798.31,4798.31
O802000,P50811,S20045,1,715,431.62,431.62
O811666,P51389,S20004,1,134054,87456.95,87456.95
O800292,P50121,S20065,1,58744,57541.47,57541.47
O800292,P50650,S20044,1,42726,38097.85,38097.85
O800292,P50447,S20000,1,10438,6319.13,6319.13
O805083,P50148,S20126,1,18708,15118.96,15118.96
O805083,P50387,S20146,1,1587,1146.46,1146.46
O805083,P51368,S20054,1,16906,13530.68,13530.68
O809340,P50488,S20112,1,2125,1900.05,1900.05
O809340,P50546,S20174,1,6046,4191.11,4191.11
O802698,P50802,S20150,1,67496,43592.03,43592.03
O809052,P50034,S20165,1,139440,121050.51,121050.51
O800253,P51190,S20015,1,77147,62599.27,62599.27
O800253,P50800,S20013,1,10459,9726.87,9726.87
O809913,P51100,S20195,1,1142,1017.97,1017.97
O809913,P51400,S20249,1,5018,4054.42,4054.42
O804500,P51451,S20005,1,6271,5332.12,5332.12
O804500,P50306,S20003,2,51483,45366.78,90733.56
O807919,P51271,S20068,1,1199,1138.11,1138.11
O808206,P50293,S20034,1,5877,5877.0,5877.0
O806404,P50172,S20153,1,9825,5670.32,5670.32
O806404,P51053,S20136,1,64268,46392.54,46392.54
O801561,P51186,S20176,1,33416,25481.86,25481.86
O801561,P51051,S20246,1,2728,2219.95,2219.95
O801561,P51448,S20196,1,1802,1649.29,1649.29
O803268,P51385,S20152,1,6583,4940.01,4940.01
O800829,P51196,S20044,1,36935,36328.99,36328.99
O801255,P50303,S20081,1,37391,29881.85,29881.85
O811528,P50903,S20101,1,12970,10198.58,10198.58
O811528,P50665,S20157,1,895,658.45,658.45
O801864,P50874,S20059,1,8403,8403.0,8403.0
O808307,P50882,S20031,1,2152,1709.81,1709.81
O808307,P50668,S20098,1,66057,55413.77,55413.77
O808307,P50822,S20083,1,3243,2271.74,2271.74
O802955,P51349,S20030,1,2008,1697.74,1697.74
O800208,P51327,S20211,1,12340,10544.58,10544.58
O807437,P50122,S20090,1,3253,3005.03,3005.03
O804062,P51103,S20177,1,4126,3837.18,3837.18
O804062,P50420,S20060,1,7146,4108.77,4108.77
O804062,P51416,S20144,1,6262,3194.94,3194.94
O804062,P51282,S20178,1,1161,834.47,834.47
O809319,P51460,S20142,1,7532,4710.83,4710.83
O809319,P50116,S20139,1,3702,3429.08,3429.08
O801991,P50903,S20010,1,12970,10256.95,10256.95
O811353,P50167,S20105,1,114831,94973.17,94973.17
O811980,P50528,S20071,2,37180,32610.33,65220.66
O807521,P50381,S20066,1,29315,21381.96,21381.96
O801240,P50741,S20224,1,37190,28631.32,28631.32
O802229,P51387,S20115,1,139965,104435.91,104435.91
O811660,P51034,S20024,1,30768,18834.44,18834.44
O800512,P51084,S20037,1,11709,11112.15,11112.15
O802668,P51409,S20104,1,3482,3095.85,3095.85
O802668,P50244,S20208,1,1202,925.08,925.08
O808440,P50069,S20095,1,22077,17702.72,17702.72
O810672,P51352,S20176,1,2863,1782.58,1782.58
O807971,P51407,S20021,1,6078,4403.67,4403.67
O807971,P50824,S20234,1,9939,9182.98,9182.98
O806940,P50168,S20194,1,25055,25055.0,25055.0
O810401,P51255,S20151,1,26398,22654.92,22654.92
O800543,P51117,S20211,1,5225,3502.09,3502.09
O809275,P50643,S20189,1,2521,2341.67,2341.67
O809275,P50458,S20142,1,9091,6984.18,6984.18
O802148,P50518,S20044,1,14396,9629.51,9629.51
O800288,P50135,S20108,1,9815,9815.0,9815.0
O808280,P50590,S20040,1,6885,4532.53,4532.53
O808280,P51465,S20133,1,2463,1561.75,1561.75
O803560,P50521,S20049,1,11797,11572.13,11572.13
O802951,P51133,S20112,1,3461,2264.85,2264.85
O807356,P50762,S20041,1,31236,25544.22,25544.22
O807481,P50193,S20193,1,8719,6779.94,6779.94
O807481,P50882,S20125,1,2152,2152.0,2152.0
O808348,P50718,S20096,2,34106,29991.11,59982.22
O810174,P51173,S20077,1,547,467.41,467.41
O810174,P50947,S20187,1,26460,18498.83,18498.83
O807068,P51249,S20135,1,139165,120606.84,120606.84
O807068,P50322,S20081,2,1207,1101.44,2202.88
O811385,P51283,S20136,1,8649,8269.76,8269.76
O811789,P50600,S20238,1,1957,1615.44,1615.44
O801379,P50068,S20120,1,1347,1002.75,1002.75
O801379,P51332,S20184,1,23192,16831.93,16831.93
O803661,P50991,S20201,1,5506,5159.29,5159.29
O803661,P51406,S20026,1,1239,1043.97,1043.97
O803661,P50484,S20101,1,7259,4297.74,4297.74
O807109,P51206,S20167,1,8556,5395.22,5395.22
O807109,P50984,S20201,1,702,491.54,491.54
O810265,P50443,S20210,1,61884,61884.0,61884.0
O810265,P50952,S20234,1,11410,10684.51,10684.51
O810400,P50578,S20155,1,3036,2194.39,2194.39
O804968,P50394,S20204,1,10486,8470.09,8470.09
O806531,P50756,S20216,1,137765,123643.4,123643.4
O806153,P51124,S20152,1,101905,75021.4,75021.4
O802030,P50989,S20125,1,23399,18896.58,18896.58
O808020,P50140,S20137,1,57457,44105.57,44105.57
O808675,P51191,S20158,1,10364,8900.06,8900.06
O808004,P51413,S20110,1,1796,1638.03,1638.03
O802712,P50523,S20132,1,507,376.08,376.08
O810686,P50486,S20077,1,67730,52327.9,52327.9
O810686,P50071,S20078,1,26631,25434.99,25434.99
O807862,P51352,S20155,1,2863,2115.76,2115.76
O806665,P51188,S20072,1,2044,1765.1,1765.1
O806665,P50675,S20233,1,6685,5643.44,5643.44
O806665,P50031,S20071,1,4425,3674.62,3674.62
O811157,P50184,S20107,1,1828,1479.19,1479.19
O801557,P51163,S20140,1,7090,5498.05,5498.05
O801557,P51310,S20070,1,1146,732.24,732.24
O800003,P50494,S20249,1,52511,40031.19,40031.19
O800405,P50679,S20195,1,35859,25062.0,25062.0
O801649,P51386,S20148,1,22221,19748.41,19748.41
O801649,P50941,S20144,1,5057,4519.97,4519.97
O802001,P50422,S20052,1,24194,18297.65,18297.65
O800435,P50574,S20001,1,6318,6318.0,6318.0
O800435,P50239,S20160,1,5079,4390.24,4390.24
O806468,P51334,S20234,1,5732,4342.69,4342.69
O808931,P50807,S20161,1,55534,43490.39,43490.39
O800994,P51242,S20234,1,39691,34796.28,34796.28
O802853,P51418,S20135,1,7139,5235.38,5235.38
O810847,P50352,S20236,1,12707,11309.09,11309.09
O808513,P50240,S20245,1,1551,1051.71,1051.71
O808513,P51233,S20229,1,8885,6161.57,6161.57
O810136,P50683,S20219,1,3677,3530.1,3530.1
O810136,P50531,S20200,1,46084,43985.63,43985.63
O811951,P51119,S20049,1,19464,11673.19,11673.19
O811951,P50852,S20128,1,1193,1021.71,1021.71
O811951,P50356,S20116,1,11393,8005.63,8005.63
O803863,P50026,S20093,1,11848,9915.57,9915.57
O803863,P50293,S20044,1,5877,5178.15,5178.15
O803863,P50985,S20031,1,882,697.83,697.83
O808152,P51366,S20061,1,47064,35843.41,35843.41
O806235,P50353,S20094,1,8888,6423.78,6423.78
O802287,P50075,S20067,1,21897,21897.0,21897.0
O802287,P50927,S20163,2,808,738.27,1476.54
O808279,P51254,S20142,1,51445,46094.77,46094.77
O805299,P50874,S20119,1,8403,6954.82,6954.82
O805299,P51403,S20113,1,90435,68812.12,68812.12
O807976,P50041,S20077,1,10879,8283.81,8283.81
O803471,P50414,S20176,2,1093,1007.83,2015.66
O801384,P50232,S20017,1,23458,18279.61,18279.61
O800201,P50837,S20138,1,4902,3919.06,3919.06
O807533,P50074,S20204,1,35500,23818.39,23818.39
O801466,P50635,S20079,1,9305,7835.39,7835.39
O810727,P50893,S20142,1,11205,9918.7,9918.7
O809485,P51327,S20202,2,12340,10075.72,20151.44
O806364,P51273,S20138,1,35012,26088.92,26088.92
O809893,P50403,S20248,1,93264,89765.58,89765.58
O810807,P50636,S20218,1,2178,2021.59,2021.59
O810807,P50477,S20182,1,30800,26379.54,26379.54
O800943,P50389,S20186,1,139451,104509.9,104509.9
O800943,P50823,S20067,1,15508,12673.39,12673.39
O808572,P51232,S20217,1,36726,30177.46,30177.46
O808572,P50638,S20062,2,262,196.75,393.5
O808998,P51489,S20123,1,8630,8088.7,8088.7
O803945,P50611,S20184,1,2783,1860.88,1860.88
O804288,P50763,S20153,1,1441,1041.69,1041.69
O804288,P51425,S20142,1,1986,1134.98,1134.98
O804288,P51227,S20105,1,33571,15722.21,15722.21
O802963,P50297,S20076,1,104304,78674.5,78674.5
O808518,P50571,S20085,1,2881,2040.01,2040.01
O800086,P51279,S20111,2,1933,1727.5,3455.0
O808781,P50055,S20103,1,12467,8430.47,8430.47
O808781,P50258,S20084,1,1856,980.12,980.12
O808781,P50494,S20138,2,52511,52175.63,104351.26
O810835,P51489,S20185,1,8630,5874.8,5874.8
O806724,P50975,S20065,1,1676,1266.01,1266.01
O803091,P50042,S20202,1,22052,15906.86,15906.86
O803091,P50411,S20124,2,3893,2968.34,5936.68
O804333,P51160,S20089,1,66,65.09,65.09
O810350,P50339,S20168,1,45549,45549.0,45549.0
O810350,P50273,S20116,1,6799,5518.69,5518.69
O806013,P51368,S20142,1,16906,16647.55,16647.55
O803580,P50761,S20243,1,13052,7157.91,7157.91
O803580,P51044,S20204,2,30502,28683.56,57367.12
O808611,P51004,S20206,1,1670,1159.94,1159.94
O808611,P50153,S20183,1,2160,1542.0,1542.0
O800753,P50534,S20241,1,115502,84703.5,84703.5
O803507,P50905,S20118,1,63249,58804.1,58804.1
O808041,P50500,S20050,3,127,75.18,225.54
O811084,P50939,S20126,1,49727,40874.5,40874.5
O811084,P50180,S20229,1,3069,1529.84,1529.84
O801577,P50954,S20177,3,1137,864.3,2592.9
O807152,P50651,S20146,1,366,332.7,332.7
O807152,P50483,S20249,1,2417,1636.03,1636.03
O803765,P50002,S20171,1,8112,5805.05,5805.05
O803765,P50674,S20235,1,342,295.77,295.77
O804038,P51377,S20074,1,57530,43773.24,43773.24
O808855,P50743,S20075,1,31746,22548.27,22548.27
O808855,P50860,S20086,1,1016,882.22,882.22
O806122,P50157,S20000,1,37546,33732.25,33732.25
O803118,P50582,S20093,1,1408,1348.25,1348.25
O803118,P50885,S20038,1,114067,69001.51,69001.51
O803118,P50464,S20150,3,11310,9843.07,29529.21
O811547,P50173,S20216,1,37275,22082.49,22082.49
O808594,P50907,S20111,1,57734,47224.43,47224.43
O805086,P50497,S20043,1,860,799.8,799.8
O805086,P50824,S20020,1,9939,7292.28,7292.28
O805086,P51439,S20155,1,214,162.54,162.54
O805086,P50988,S20138,1,2090,1788.37,1788.37
O807589,P50239,S20151,1,5079,3872.04,3872.04
O807589,P50201,S20139,1,9749,6453.15,6453.15
O807589,P50739,S20187,1,2716,2233.98,2233.98
O800530,P50321,S20066,1,112160,96547.77,96547.77
O800530,P50932,S20160,1,4805,4468.65,4468.65
O800979,P50653,S20076,1,123724,89275.14,89275.14
O806735,P50137,S20193,1,3980,2914.6,2914.6
O806735,P51127,S20244,1,13908,11073.13,11073.13
O811679,P50319,S20041,1,1941,1441.96,1441.96
O806739,P50936,S20043,1,24332,18699.54,18699.54
O805077,P50788,S20056,2,33717,32881.19,65762.38
O805077,P50776,S20143,3,48196,42483.51,127450.53
O811665,P50648,S20083,1,476,375.54,375.54
O811665,P50401,S20223,2,1154,856.75,1713.5
O811665,P51143,S20214,1,4816,4816.0,4816.0
O805255,P50068,S20189,2,1347,1120.36,2240.72
O808337,P50061,S20137,1,8336,5646.77,5646.77
O808337,P50120,S20190,2,11283,11283.0,22566.0
O802247,P50515,S20022,1,1842,1713.06,1713.06
O808183,P51428,S20208,1,49248,41578.69,41578.69
O804707,P50630,S20177,1,3321,2404.22,2404.22
O803419,P51393,S20071,1,163,138.0,138.0
O806728,P51124,S20003,1,101905,73335.9,73335.9
O806728,P51255,S20071,2,26398,14654.93,29309.86
O806728,P51195,S20119,1,957,618.54,618.54
O811945,P51242,S20150,1,39691,39691.0,39691.0
O811945,P50624,S20033,1,2562,2359.56,2359.56
O802183,P50331,S20053,1,26145,21160.23,21160.23
O802183,P51271,S20224,1,1199,1199.0,1199.0
O811622,P51185,S20013,2,179,136.42,272.84
O811622,P51330,S20212,1,7612,5148.27,5148.27
O811622,P50745,S20003,1,44489,44489.0,44489.0
O811622,P51001,S20217,1,340,249.49,249.49
O809115,P50415,S20081,1,29264,22746.76,22746.76
O811247,P50897,S20045,1,7290,6571.08,6571.08
O811247,P50569,S20036,1,1698,1439.98,1439.98
O811247,P50149,S20192,2,31232,23604.69,47209.38
O802140,P50018,S20189,1,45967,41146.98,41146.98
O810483,P50019,S20066,1,7573,4700.03,4700.03
O800727,P50355,S20090,1,51613,49103.37,49103.37
O800418,P50755,S20058,1,12331,9678.44,9678.44
O801853,P51037,S20079,1,2365,2033.93,2033.93
O801853,P50787,S20054,1,4250,3603.15,3603.15
O810853,P50300,S20163,1,6230,4901.79,4901.79
O807187,P51326,S20022,1,76815,70737.29,70737.29
O807446,P51262,S20031,1,11586,10464.69,10464.69
O809084,P50824,S20205,1,9939,9438.36,9438.36
O809084,P50030,S20175,1,2806,2251.86,2251.86
O804084,P50947,S20122,1,26460,19636.31,19636.31
O805462,P51123,S20038,1,1625,1385.92,1385.92
O811472,P50462,S20245,1,992,911.76,911.76
O804435,P50902,S20138,1,8706,7937.91,7937.91
O802419,P50816,S20060,2,17586,13213.83,26427.66
O802419,P50406,S20130,1,7473,7473.0,7473.0
O802685,P50988,S20142,1,2090,1774.95,1774.95
O804983,P50552,S20121,1,1782,1645.49,1645.49
O804983,P50899,S20007,1,12839,11879.18,11879.18
O803972,P50094,S20089,1,1129,743.38,743.38
O800537,P50593,S20083,1,38957,32590.28,32590.28
O802690,P51132,S20172,1,31884,29341.85,29341.85
O802690,P50158,S20049,1,14309,11154.96,11154.96
O802690,P50046,S20065,1,1231,943.9,943.9
O805431,P50355,S20032,1,51613,35448.94,35448.94
O805431,P50201,S20176,2,9749,7846.99,15693.98
O805431,P51286,S20144,1,23619,20835.41,20835.41
O800683,P50549,S20040,1,892,558.36,558.36
O808008,P51051,S20018,1,2728,1555.41,1555.41
O808008,P51041,S20230,1,811,427.75,427.75
O808008,P50990,S20203,1,1758,1199.29,1199.29
O805298,P51013,S20010,1,507,375.66,375.66
O805298,P51032,S20059,1,76998,76998.0,76998.0
O800383,P50874,S20020,1,8403,5254.73,5254.73
O801199,P51341,S20171,1,7010,5252.53,5252.53
O804852,P50039,S20090,1,3190,2691.29,2691.29
O811580,P51496,S20150,3,5670,3941.82,11825.46
O811580,P50612,S20078,2,195,175.01,350.02
O800426,P51117,S20230,1,5225,3263.68,3263.68
O804124,P51006,S20085,1,9791,9791.0,9791.0
O807534,P50057,S20012,1,31198,21836.93,21836.93
O801179,P50961,S20173,1,50381,37900.85,37900.85
O805067,P50617,S20052,2,544,445.7,891.4
O802032,P50349,S20184,1,10171,6030.1,6030.1
O802032,P51298,S20182,1,15260,11226.02,11226.02
O802032,P50285,S20010,1,95162,41118.36,41118.36
O802032,P50044,S20080,1,6799,5603.48,5603.48
O802640,P50973,S20142,1,1894,1410.95,1410.95
O802640,P50414,S20167,1,1093,794.22,794.22
O808107,P50035,S20097,2,6451,4015.99,8031.98
O808107,P50934,S20142,1,6644,5353.01,5353.01
O808107,P51329,S20238,1,2902,2852.18,2852.18
O802495,P50037,S20012,1,1433,1433.0,1433.0
O802495,P50238,S20156,1,147688,135356.54,135356.54
O809301,P50906,S20164,1,46735,35535.84,35535.84
O809007,P50783,S20110,1,38892,30460.75,30460.75
O809007,P51482,S20194,1,9837,9197.17,9197.17
O809007,P50166,S20244,1,137021,116694.93,116694.93
O800612,P51236,S20186,1,29320,28599.56,28599.56
O808548,P50731,S20047,1,5792,4767.86,4767.86
O808548,P51015,S20185,1,2746,1737.58,1737.58
O803387,P50758,S20041,1,54433,50092.18,50092.18
O803387,P51389,S20247,1,134054,91009.66,91009.66
O802019,P50320,S20009,1,805,748.65,748.65
O802019,P51328,S20143,1,973,807.36,807.36
O808404,P50956,S20176,1,1800,1063.72,1063.72
O801655,P51205,S20103,1,3272,3272.0,3272.0
O801655,P50967,S20092,1,32407,26742.66,26742.66
O807207,P51106,S20081,1,8097,5968.37,5968.37
O801936,P50663,S20099,1,9388,6931.18,6931.18
O801135,P50103,S20181,1,2573,1802.4,1802.4
O801135,P51200,S20247,2,118143,83708.89,167417.78
O801135,P50874,S20245,1,8403,7590.09,7590.09
O809795,P50281,S20098,2,26316,19405.0,38810.0
O809795,P51389,S20189,1,134054,114886.12,114886.12
O809795,P50479,S20115,1,1962,1398.36,1398.36
O800142,P51259,S20193,1,55678,50259.6,50259.6
O807310,P50616,S20216,1,1923,1015.25,1015.25
O806567,P50444,S20088,1,127715,111246.22,111246.22
O805424,P51352,S20091,1,2863,2490.81,2490.81
O804260,P50913,S20118,1,68852,48214.84,48214.84
O804260,P50066,S20249,1,1763,1470.7,1470.7
O809401,P50447,S20100,1,10438,6603.85,6603.85
O803919,P50287,S20170,1,2885,2263.03,2263.03
O805064,P51211,S20046,1,950,926.94,926.94
O804657,P50612,S20018,3,195,132.63,397.89
O804657,P50404,S20144,1,1215,1143.61,1143.61
O801614,P50361,S20085,1,5361,4642.91,4642.91
O801614,P51178,S20243,1,2155,1659.97,1659.97
O811405,P50644,S20209,1,21026,18864.54,18864.54
O804359,P50578,S20153,1,3036,2628.32,2628.32
O801631,P50723,S20078,1,1969,1823.53,1823.53
O803232,P50680,S20188,1,10576,7575.72,7575.72
O805914,P51131,S20156,1,1829,1061.48,1061.48
O809414,P50001,S20189,1,38172,34485.06,34485.06
O804321,P51066,S20070,1,11049,6613.41,6613.41
O804321,P51152,S20081,1,12886,9979.36,9979.36
O806644,P50175,S20113,1,22373,16551.11,16551.11
O810090,P50089,S20202,1,9936,7413.82,7413.82
O807386,P51275,S20119,1,6396,5224.92,5224.92
O805656,P51118,S20135,3,11237,10210.88,30632.64
O805656,P50716,S20247,1,5892,4958.82,4958.82
O809183,P50942,S20051,1,56294,47184.77,47184.77
O800961,P51368,S20122,1,16906,11989.79,11989.79
O800961,P51398,S20060,1,35040,27405.17,27405.17
O800961,P51079,S20102,2,1557,1150.13,2300.26
O808346,P51082,S20167,1,7020,4815.12,4815.12
O800341,P51423,S20152,1,5716,5395.06,5395.06
O800341,P50741,S20077,1,37190,28039.23,28039.23
O811457,P51113,S20097,1,3046,2416.15,2416.15
O811457,P50053,S20009,1,5742,2162.09,2162.09
O804543,P50762,S20079,1,31236,30050.02,30050.02
O803305,P50947,S20246,1,26460,20284.29,20284.29
O803305,P50657,S20051,1,4658,3880.31,3880.31
O803305,P50208,S20028,1,38181,30593.19,30593.19
O803305,P51069,S20185,1,3179,1868.25,1868.25
O811324,P50117,S20178,1,492,291.44,291.44
O807516,P50216,S20069,1,6148,5566.7,5566.7
O805102,P50633,S20229,1,9932,8439.22,8439.22
O807444,P51177,S20135,1,75998,75998.0,75998.0
O807444,P51328,S20021,1,973,532.03,532.03
O803463,P51216,S20171,1,3863,3484.76,3484.76
O801400,P50877,S20121,1,15590,15590.0,15590.0
O811436,P51181,S20112,1,58039,46404.06,46404.06
O801169,P50152,S20036,1,10231,9783.12,9783.12
O804965,P50792,S20190,1,16442,15361.47,15361.47
O804965,P50922,S20107,2,452,412.94,825.88
O804389,P50034,S20214,1,139440,93197.38,93197.38
O802024,P50106,S20130,1,5664,3090.69,3090.69
O802803,P51361,S20172,3,28543,21704.38,65113.14
O803961,P50888,S20089,1,2612,2199.43,2199.43
O803961,P51437,S20104,1,1360,1317.51,1317.51
O808379,P50269,S20162,1,83049,72152.03,72152.03
O808379,P50910,S20233,1,106457,83012.36,83012.36
O808379,P50908,S20235,1,6420,4318.31,4318.31
O804247,P50739,S20037,1,2716,2018.86,2018.86
O803681,P50423,S20193,1,5656,3932.67,3932.67
O803681,P50187,S20083,2,14143,9830.54,19661.08
O803681,P50500,S20123,1,127,98.2,98.2
O811740,P50801,S20209,1,11220,8437.27,8437.27
O808832,P50268,S20040,1,78839,77258.0,77258.0
O807299,P50259,S20077,1,134454,129474.35,129474.35
O804297,P51071,S20219,1,3742,2615.01,2615.01
O804297,P50107,S20221,1,90985,73100.94,73100.94
O801759,P51164,S20235,1,34085,23489.05,23489.05
O804079,P50726,S20015,1,731,463.52,463.52
O806678,P51372,S20049,1,76481,68292.77,68292.77
O806678,P50534,S20247,1,115502,77189.35,77189.35
O804836,P50578,S20163,1,3036,1720.04,1720.04
O804836,P50671,S20046,1,3870,2971.06,2971.06
O804836,P51462,S20122,1,1885,1091.26,1091.26
O801955,P50514,S20188,2,1302,1037.9,2075.8
O801329,P50907,S20081,1,57734,43385.67,43385.67
O801329,P50123,S20198,1,5231,3662.92,3662.92
O811539,P51335,S20010,1,82225,72688.53,72688.53
O805947,P51219,S20142,1,65764,54876.98,54876.98
O809447,P50544,S20173,1,10077,8974.15,8974.15
O802760,P51055,S20203,1,5329,4116.5,4116.5
O800069,P50656,S20243,1,5955,3796.88,3796.88
O802571,P50508,S20123,1,718,603.39,603.39
O808721,P50276,S20190,1,4431,3289.0,3289.0
O806518,P51282,S20216,1,1161,776.8,776.8
O800835,P51254,S20065,1,51445,46818.86,46818.86
O805367,P51218,S20138,1,44674,42886.08,42886.08
O805592,P50292,S20103,1,6806,5996.25,5996.25
O805592,P50235,S20032,1,6833,6006.45,6006.45
O803893,P50544,S20121,1,10077,8822.78,8822.78
O809244,P51205,S20011,1,3272,2301.47,2301.47
O809244,P50657,S20131,1,4658,4331.94,4331.94
O800413,P50642,S20178,1,2448,1514.52,1514.52
O800796,P50644,S20232,1,21026,14058.11,14058.11
O805098,P51032,S20083,1,76998,76998.0,76998.0
O801490,P51227,S20100,1,33571,26448.08,26448.08
O801490,P50858,S20217,1,1451,1306.5,1306.5
O801490,P50584,S20002,1,13907,10217.93,10217.93
O810421,P50689,S20060,1,538,507.9,507.9
O803051,P51269,S20042,1,4666,3840.87,3840.87
O803051,P50184,S20001,1,1828,1435.64,1435.64
O803051,P51386,S20071,1,22221,17428.79,17428.79
O805152,P50085,S20216,1,4674,3549.13,3549.13
O805152,P51040,S20046,3,6235,4643.1,13929.3
O807270,P50832,S20087,1,11204,6809.33,6809.33
O807270,P50824,S20018,2,9939,7299.84,14599.68
O807270,P50702,S20223,1,2295,1664.0,1664.0
O807270,P50194,S20000,1,7463,5870.58,5870.58
O809810,P50004,S20193,1,55355,34002.41,34002.41
O809810,P50405,S20139,1,73245,53105.13,53105.13
O809810,P50896,S20042,1,73061,66655.37,66655.37
O809878,P50174,S20054,1,2005,1521.38,1521.38
O809878,P51155,S20168,2,70805,52861.22,105722.44
O807941,P50599,S20225,1,2126,1429.5,1429.5
O807546,P50694,S20101,3,14985,11110.49,33331.47
O805450,P50109,S20190,1,400,221.81,221.81
O810690,P50611,S20061,1,2783,1951.2,1951.2
O810690,P51476,S20109,1,5131,5131.0,5131.0
O803312,P50838,S20056,1,59184,59184.0,59184.0
O803312,P50227,S20217,1,30668,30513.54,30513.54
O801334,P50743,S20019,1,31746,24135.35,24135.35
O808547,P50746,S20013,1,28773,20148.3,20148.3
O808547,P50490,S20164,1,3623,2331.05,2331.05
O800261,P51291,S20106,1,11697,9778.43,9778.43
O810128,P50667,S20071,1,4349,3633.35,3633.35
O805374,P50513,S20116,1,7946,5370.46,5370.46
O805831,P50878,S20190,1,817,622.85,622.85
O805831,P50658,S20004,1,1499,1135.97,1135.97
O805831,P51364,S20170,1,2700,2251.25,2251.25
O806130,P50304,S20083,1,36171,28561.88,28561.88
O806130,P50367,S20070,1,46303,39226.99,39226.99
O811467,P51492,S20050,1,1634,1042.26,1042.26
O811467,P50987,S20196,1,3733,2748.08,2748.08
O811467,P50571,S20247,1,2881,1675.0,1675.0
O810023,P51248,S20238,2,9560,7245.23,14490.46
O810023,P50809,S20239,1,3654,2961.61,2961.61
O810023,P50774,S20040,3,2533,2078.85,6236.55
O810023,P50809,S20214,1,3654,2972.93,2972.93
O802390,P50184,S20189,1,1828,1160.09,1160.09
O800330,P50783,S20150,1,38892,30459.86,30459.86
O805729,P50996,S20086,1,5856,4519.11,4519.11
O808753,P51432,S20144,1,4889,3035.49,3035.49
O808753,P51445,S20168,1,8678,6143.17,6143.17
O803462,P50299,S20018,2,24507,18529.65,37059.3
O800101,P51279,S20028,1,1933,1699.22,1699.22
O811638,P50233,S20121,1,7453,6778.6,6778.6
O801415,P50812,S20131,1,114042,79206.53,79206.53
O810644,P50242,S20196,1,112,86.32,86.32
