order_id,payment_type,amount,shipping_fee
O811157,UPI,,0
O801557,Debit Card,,0
O800003,NetBanking,,0
O800405,Debit Card,,0
O801649,Credit Card,,0
O802001,UPI,,0
O800435,UPI,,0
O806468,Wallet,,0
O808931,UPI,,0
O800994,NetBanking,,0
O802853,COD,,0
O810847,COD,,0
O808513,COD,,0
O810136,Debit Card,,0
O811951,UPI,,0
O803863,Credit Card,,0
O808152,Credit Card,,0
O806235,Debit Card,,0
O802287,Credit Card,,0
O808279,COD,,0
O805299,Credit Card,,0
O807976,COD,,0
O803471,COD,,0
O801384,NetBanking,,0
O800201,COD,,0
O807533,NetBanking,,0
O801466,COD,,0
O810727,UPI,,0
O809485,Wallet,,0
O806364,COD,,0
O809893,COD,,0
O810807,UPI,,0
O800943,UPI,,0
O808572,UPI,,0
O808998,UPI,,0
O803945,COD,,0
O804288,Debit Card,,0
O802963,COD,,0
O808518,Credit Card,,0
O800086,COD,,0
O808781,COD,,0
O810835,Debit Card,,0
O806724,Credit Card,,0
O803091,UPI,,0
O804333,COD,,0
O810350,COD,,0
O806013,UPI,,0
O803580,Debit Card,,0
O808611,Debit Card,,0
O800753,UPI,,0
O803507,COD,,0
O808041,UPI,,40
O811084,COD,,0
O801577,Credit Card,,0
O807152,COD,,0
O803765,Credit Card,,0
O804038,UPI,,0
O808855,Credit Card,,0
O806122,COD,,0
O803118,UPI,,0
O811547,UPI,,0
O808594,Credit Card,,0
O805086,COD,,0
O807589,NetBanking,,0
O800530,Wallet,,0
O800979,COD,,0
O806735,UPI,,0
O811679,COD,,0
O806739,NetBanking,,0
O805077,UPI,,0
O811665,COD,,0
O805255,UPI,,0
O808337,Credit Card,,0
O802247,UPI,,0
O808183,Credit Card,,0
O804707,UPI,,0
O803419,Debit Card,,40
O806728,COD,,0
O811945,UPI,,0
O802183,Credit Card,,0
O811622,UPI,,0
O809115,UPI,,0
O811247,Wallet,,0
O802140,Debit Card,,0
O810483,Credit Card,,0
O800727,Credit Card,,0
O800418,COD,,0
O801853,Debit Card,,0
O810853,COD,,0
O807187,COD,,0
O807446,COD,,0
O809084,UPI,,0
O804084,Credit Card,,0
O805462,Debit Card,,0
O811472,Credit Card,,0
O804435,UPI,,0
O802419,COD,,0
O802685,COD,,0
O804983,COD,,0
O803972,COD,,0
O800537,COD,,0
O802690,Credit Card,,0
O805431,Credit Card,,0
O800683,COD,,0
O808008,COD,,0
O805298,Debit Card,,0
O800383,Debit Card,,0
O801199,COD,,0
O804852,COD,,0
O811580,COD,,0
O800426,COD,,0
O804124,UPI,,0
O807534,UPI,,0
O801179,NetBanking,,0
O805067,COD,,0
O802032,COD,,0
O802640,COD,,0
O808107,COD,,0
O802495,Credit Card,,0
O809301,COD,,0
O809007,Debit Card,,0
O800612,COD,,0
O808548,UPI,,0
O803387,Credit Card,,0
O802019,UPI,,0
O808404,UPI,,0
O801655,COD,,0
O807207,COD,,0
O801936,Credit Card,,0
O801135,Credit Card,,0
O809795,COD,,0
O800142,COD,,0
O807310,UPI,,0
O806567,UPI,,0
O805424,COD,,0
O804260,Credit Card,,0
O809401,Debit Card,,0
O803919,Credit Card,,0
O805064,NetBanking,,0
O804657,COD,,0
O801614,Wallet,,0
O811405,Credit Card,,0
O804359,Credit Card,,0
O801631,COD,,0
O803232,Credit Card,,0
O805914,Credit Card,,0
O809414,Wallet,,0
O804321,NetBanking,,0
O806644,Credit Card,,0
O810090,COD,,0
O807386,UPI,,0
O805656,Debit Card,,0
O809183,NetBanking,,0
O800961,NetBanking,,0
O808346,UPI,,0
O800341,Wallet,,0
O811457,COD,,0
O804543,COD,,0
O803305,Debit Card,,0
O811324,Credit Card,,40
O807516,Credit Card,,0
O805102,Credit Card,,0
O807444,UPI,,0
O803463,COD,,0
O801400,Credit Card,,0
O811436,UPI,,0
O801169,Credit Card,,0
O804965,Credit Card,,0
O804389,UPI,,0
O802024,UPI,,0
O802803,UPI,,0
O803961,UPI,,0
O808379,UPI,,0
O804247,COD,,0
O803681,COD,,0
O811740,COD,,0
O808832,UPI,,0
O807299,Debit Card,,0
O804297,COD,,0
O801759,COD,,0
O804079,UPI,,40
O806678,Credit Card,,0
O804836,Credit Card,,0
O801955,UPI,,0
O801329,UPI,,0
O811539,Credit Card,,0
O805947,NetBanking,,0
O809447,NetBanking,,0
O802760,Debit Card,,0
O800069,COD,,0
O802571,NetBanking,,0
O808721,COD,,0
O806518,Wallet,,0
O800835,Debit Card,,0
O805367,COD,,0
O805592,COD,,0
O803893,COD,,0
O809244,Credit Card,,0
O800413,COD,,0
O800796,Credit Card,,0
O805098,NetBanking,,0
O801490,Credit Card,,0
O810421,Wallet,,0
O803051,UPI,,0
O805152,UPI,,0
O807270,UPI,,0
O809810,Credit Card,,0
O809878,COD,,0
O807941,Wallet,,0
O807546,Debit Card,,0
O805450,Debit Card,,40
O810690,Credit Card,,0
O803312,COD,,0
O801334,UPI,,0
O808547,UPI,,0
O800261,UPI,,0
O810128,COD,,0
O805374,UPI,,0
O805831,Credit Card,,0
O806130,UPI,,0
O811467,UPI,,0
O810023,Debit Card,,0
O802390,COD,,0
O800330,UPI,,0
O805729,UPI,,0
O808753,Debit Card,,0
O803462,NetBanking,,0
O800101,Credit Card,,0
O811638,UPI,,0
O801415,UPI,,0
O810644,UPI,,40
O806243,COD,,0
O808549,Debit Card,,0
O800497,Credit Card,,0
O811960,UPI,,0
O802940,NetBanking,,0
O804475,COD,,0
O810938,COD,,0
O811682,UPI,,0
O803074,COD,,0
O801203,UPI,,0
O810572,COD,,0
O808261,UPI,,0
O806089,UPI,,0
O805237,COD,,0
O803628,Debit Card,,0
O809849,UPI,,0
O811045,UPI,,0
O807259,UPI,,0
O805572,COD,,0
O809224,Debit Card,,0
O801982,UPI,,0
O804874,UPI,,0
O805741,Credit Card,,0
O811892,UPI,,0
O801524,Credit Card,,0
O804919,COD,,0
O810326,Credit Card,,0
O811193,COD,,0
O809580,Debit Card,,0
O806774,Credit Card,,0
O810724,COD,,0
O804457,Credit Card,,0
O801551,NetBanking,,0
O807539,COD,,0
O808364,COD,,0
O803656,UPI,,0
O807518,UPI,,0
O806321,Credit Card,,0
O810755,COD,,0
O805571,UPI,,0
O810808,UPI,,0
O808995,UPI,,0
O808673,NetBanking,,0
O809138,NetBanking,,0
O805351,COD,,0
O808122,Credit Card,,0
O802068,COD,,0
O808247,UPI,,0
O808097,Debit Card,,0
O802759,Credit Card,,0
O806407,COD,,0
O808215,COD,,0
O806516,Wallet,,0
O809706,Credit Card,,0
O801237,Credit Card,,0
O811253,UPI,,0
O807427,COD,,0
O802622,COD,,0
O801543,COD,,0
O807244,Wallet,,0
O811037,Debit Card,,0
O810743,UPI,,0
O807785,Debit Card,,0
O803109,Credit Card,,0
O811289,UPI,,0
O809887,NetBanking,,0
O800479,UPI,,0
O804635,Credit Card,,0
O800576,UPI,,0
O807544,COD,,0
O811961,UPI,,0
O810343,COD,,0
O802728,Wallet,,40
O803180,UPI,,0
O806365,UPI,,0
O802670,UPI,,0
O810634,UPI,,0
O800427,COD,,0
O806003,NetBanking,,0
O805991,UPI,,0
O800868,Wallet,,0
O805812,Debit Card,,0
O811020,COD,,0
O800379,NetBanking,,0
O805300,Credit Card,,0
O802850,UPI,,0
O801173,UPI,,0
O807634,Debit Card,,0
O803116,Credit Card,,0
O808658,Debit Card,,0
O810965,Wallet,,0
O806444,COD,,0
O808460,Credit Card,,0
O811218,UPI,,0
O800845,UPI,,0
O810155,COD,,0
O807497,COD,,0
O805169,COD,,0
O804296,UPI,,0
O809903,Credit Card,,0
O802792,Credit Card,,0
O805533,UPI,,60
O808754,UPI,,0
O800662,COD,,0
O802993,UPI,,0
O807726,Credit Card,,0
O810716,Debit Card,,0
O811050,COD,,0
O808413,NetBanking,,0
O803626,Debit Card,,0
O802334,UPI,,0
O811996,Debit Card,,0
O800090,UPI,,0
O802693,Debit Card,,0
O801368,UPI,,0
O811671,UPI,,0
O811282,COD,,0
O805744,Credit Card,,0
O810232,UPI,,0
O807580,Credit Card,,0
O808981,Debit Card,,0
O809161,Debit Card,,0
O811030,Credit Card,,0
O801097,Credit Card,,60
O805951,UPI,,0
O806196,UPI,,0
O809595,UPI,,0
O802054,Credit Card,,0
O805961,Credit Card,,0
O809996,Debit Card,,40
O801371,UPI,,0
O808654,Wallet,,0
O810581,Debit Card,,0
O808848,UPI,,40
O806989,Credit Card,,0
O806304,Wallet,,0
O801517,Wallet,,0
O811716,UPI,,0
O800258,COD,,0
O811018,Debit Card,,0
O805892,UPI,,0
O800194,COD,,0
O809648,Debit Card,,0
O809552,UPI,,0
O809368,COD,,0
O806608,COD,,0
O810557,UPI,,0
O809320,UPI,,0
O805925,UPI,,0
O807064,Credit Card,,0
O808179,UPI,,0
O811902,COD,,0
O810550,NetBanking,,0
O803210,UPI,,0
O803366,NetBanking,,0
O805848,COD,,0
O806183,Credit Card,,0
O800936,UPI,,0
O805041,COD,,0
O807598,Debit Card,,0
O809718,Credit Card,,0
O810455,Credit Card,,0
O808085,UPI,,0
O810008,UPI,,0
O808709,COD,,60
O811616,Wallet,,0
O808275,COD,,0
O807899,UPI,,0
O809519,Credit Card,,0
O810742,UPI,,0
O807032,Credit Card,,0
O811608,UPI,,0
O811997,COD,,0
O811230,COD,,0
O801188,UPI,,0
O807489,Credit Card,,0
O808484,Debit Card,,0
O803975,UPI,,0
O802567,UPI,,0
O801870,UPI,,0
O801857,NetBanking,,0
O802405,Credit Card,,0
O802146,Debit Card,,0
O802002,UPI,,0
O808285,COD,,0
O801273,UPI,,0
O800996,UPI,,0
O807909,Credit Card,,0
O805068,Credit Card,,0
O809614,UPI,,0
O804518,COD,,0
O809792,Credit Card,,0
O804491,COD,,0
O805006,Credit Card,,0
O804721,Debit Card,,0
O808221,UPI,,0
O809970,COD,,0
O807083,UPI,,0
O803684,UPI,,0
O800482,Credit Card,,0
O801972,UPI,,0
O811627,UPI,,0
O809381,NetBanking,,0
O805531,Credit Card,,0
O801277,NetBanking,,0
O800584,UPI,,0
O808616,Credit Card,,0
O802855,Credit Card,,0
O800381,Credit Card,,0
O804693,Wallet,,0
O811852,Credit Card,,0
O806324,Credit Card,,0
O801861,COD,,0
O811066,UPI,,0
O800180,UPI,,0
O804436,UPI,,0
O806409,Credit Card,,0
O810591,UPI,,0
O806039,Credit Card,,0
O811943,UPI,,0
O801643,Wallet,,0
O801471,UPI,,0
O803838,Credit Card,,0
O801198,NetBanking,,0
O811201,Debit Card,,0
O801523,UPI,,0
O805366,UPI,,0
O803695,Credit Card,,0
O808999,UPI,,0
O811614,Credit Card,,0
O800630,Debit Card,,0
O809531,Wallet,,0
O801120,Debit Card,,0
O805267,COD,,0
O807823,UPI,,0
O810354,COD,,0
O807962,Credit Card,,0
O803739,Debit Card,,0
O805725,Credit Card,,0
O804420,UPI,,0
O811413,Credit Card,,0
O810615,Debit Card,,0
O802377,Debit Card,,0
O808466,Credit Card,,0
O804700,Credit Card,,0
O801233,COD,,0
O810889,COD,,0
O802342,NetBanking,,0
O807903,UPI,,0
O810325,Credit Card,,0
O809444,COD,,0
O800145,Credit Card,,0
O811056,Credit Card,,0
O802337,COD,,0
O807935,COD,,0
O801735,COD,,0
O810205,UPI,,0
O802949,UPI,,0
O800720,Credit Card,,0
O807883,NetBanking,,0
O805971,COD,,0
O803153,Debit Card,,0
O805310,UPI,,0
O801755,UPI,,0
O810365,UPI,,0
O802169,COD,,0
O805133,UPI,,0
O806993,Debit Card,,0
O811350,Credit Card,,0
O800520,Credit Card,,0
O808738,UPI,,0
O809819,NetBanking,,0
O810880,UPI,,0
O804279,NetBanking,,0
O801140,Credit Card,,0
O801294,Credit Card,,0
O806935,Credit Card,,0
O809953,Credit Card,,0
O811519,Debit Card,,0
O809185,COD,,0
O805644,Credit Card,,0
O803499,NetBanking,,0
O800270,COD,,0
O811250,UPI,,0
O809851,Credit Card,,0
O804964,UPI,,0
O806898,COD,,0
O809829,Credit Card,,0
O806191,Credit Card,,0
O800331,Credit Card,,0
O805872,Debit Card,,0
O809682,Wallet,,0
O804330,Credit Card,,0
O808869,COD,,0
O801066,Wallet,,0
O808702,COD,,0
O811555,COD,,0
O802650,UPI,,0
O803959,UPI,,0
O800420,Debit Card,,0
O803264,COD,,0
O808605,UPI,,0
O805359,COD,,0
O810543,UPI,,0
O807251,Credit Card,,0
O806266,COD,,0
O808145,UPI,,0
O805646,Debit Card,,0
O809717,COD,,0
O808372,Debit Card,,0
O805826,UPI,,0
O800108,Debit Card,,0
O808515,UPI,,0
O810345,UPI,,0
O805390,Credit Card,,0
O807302,COD,,0
O801470,UPI,,0
O802220,Credit Card,,0
O807372,COD,,0
O810758,Credit Card,,0
O804133,UPI,,0
O810482,UPI,,0
O806340,Wallet,,40
O809806,UPI,,0
O800946,Credit Card,,0
O805031,COD,,0
O810678,UPI,,0
O806112,COD,,0
O808600,Debit Card,,0
O806006,Credit Card,,0
O807330,COD,,0
O811470,Credit Card,,0
O800516,Wallet,,0
O807522,UPI,,0
O800685,UPI,,0
O807219,UPI,,0
O811978,UPI,,0
O805226,UPI,,0
O802196,Credit Card,,0
O801737,COD,,0
O803848,Credit Card,,0
O800673,UPI,,0
O804141,UPI,,0
O803123,Credit Card,,0
O802953,UPI,,0
O804560,Credit Card,,0
O811488,UPI,,0
O808434,Credit Card,,0
O811965,Wallet,,0
O804678,Wallet,,0
O807214,NetBanking,,0
O803610,UPI,,0
O803606,COD,,0
O802108,UPI,,0
O807758,Credit Card,,0
O803793,COD,,0
O804250,Credit Card,,0
O804176,UPI,,0
O802773,Debit Card,,0
O800638,COD,,0
O807482,Debit Card,,0
O805810,UPI,,0
O800971,UPI,,0
O803908,UPI,,0
O807404,UPI,,0
O807882,COD,,0
O810669,Credit Card,,0
O801375,Wallet,,60
O805505,Debit Card,,0
O804512,NetBanking,,0
O806503,COD,,0
O802516,Wallet,,0
O801344,COD,,0
O811008,Credit Card,,0
O801997,NetBanking,,0
O807660,Credit Card,,0
O810283,Debit Card,,0
O810237,Credit Card,,0
O800666,UPI,,0
O801268,COD,,0
O805362,Credit Card,,0
O808199,Credit Card,,0
O806967,Credit Card,,0
O808458,Credit Card,,0
O807488,Credit Card,,0
O805519,Debit Card,,0
O808711,Credit Card,,0
O801005,UPI,,40
O810170,Credit Card,,0
O803010,UPI,,0
O804746,Debit Card,,0
O800001,NetBanking,,0
O803249,NetBanking,,0
O807229,COD,,0
O810244,UPI,,0
O811944,Credit Card,,0
O800062,Debit Card,,0
O807353,Credit Card,,0
O810417,Debit Card,,0
O808457,COD,,0
O801016,UPI,,0
O805954,Credit Card,,0
O803634,Credit Card,,0
O803203,Credit Card,,0
O807478,UPI,,0
O805654,Debit Card,,0
O809582,NetBanking,,0
O808943,Credit Card,,0
O809231,COD,,40
O800303,NetBanking,,0
O803020,Debit Card,,0
O804383,UPI,,0
O803566,Wallet,,40
O801761,Credit Card,,0
O810038,UPI,,0
O805234,UPI,,0
O800632,UPI,,0
O810715,UPI,,0
O805447,UPI,,0
O800788,Debit Card,,0
O802299,Credit Card,,0
O805195,Credit Card,,0
O805153,COD,,0
O811849,Debit Card,,0
O811312,UPI,,0
O809737,Credit Card,,0
O809318,COD,,0
O803096,Credit Card,,0
O806052,Credit Card,,0
O800268,UPI,,0
O811399,UPI,,0
O805726,COD,,0
O801876,COD,,0
O800277,UPI,,0
O806689,COD,,0
O809832,UPI,,0
O810397,NetBanking,,0
O800444,Debit Card,,0
O800398,UPI,,0
O811661,COD,,0
O800014,Debit Card,,0
O802028,Debit Card,,0
O801793,Credit Card,,0
O803819,Debit Card,,0
O808751,UPI,,0
O809246,COD,,0
O800054,UPI,,0
O805003,Credit Card,,0
O803830,UPI,,0
O802621,UPI,,0
O802569,COD,,0
O811038,Credit Card,,0
O801531,NetBanking,,0
O805911,Credit Card,,0
O811630,COD,,0
O806263,Credit Card,,0
O810300,UPI,,0
O808282,COD,,0
O801965,Debit Card,,0
O808894,Debit Card,,0
O800783,NetBanking,,0
O801094,Wallet,,0
O806151,Credit Card,,0
O800247,Credit Card,,0
O806896,UPI,,0
O802702,Credit Card,,0
O806162,UPI,,0
O800760,Credit Card,,0
O806252,UPI,,0
O809493,Debit Card,,0
O810127,UPI,,0
O809732,UPI,,0
O804778,Credit Card,,0
O802333,Credit Card,,0
O805335,Credit Card,,0
O810629,Credit Card,,0
O808209,UPI,,0
O808130,UPI,,0
O805486,UPI,,0
O803654,COD,,0
O806319,COD,,0
O800066,Credit Card,,0
O802941,UPI,,0
O805874,Credit Card,,0
O802937,UPI,,0
O805800,COD,,0
O811587,Debit Card,,0
O802609,COD,,0
O802684,COD,,0
O806032,Credit Card,,0
O804463,Credit Card,,0
O800473,UPI,,0
O809388,COD,,0
O810140,COD,,0
O800171,UPI,,0
O806845,COD,,0
O807426,UPI,,0
O804286,UPI,,0
O802255,UPI,,0
O804552,NetBanking,,0
O810495,UPI,,0
O809230,UPI,,0
O806809,Credit Card,,0
O807727,COD,,0
O802449,UPI,,0
O807110,Credit Card,,0
O801908,Debit Card,,0
O801304,UPI,,0
O811736,COD,,0
O801949,Credit Card,,0
O800209,COD,,0
O807312,Debit Card,,0
O808328,Debit Card,,0
O804848,Credit Card,,0
O800503,COD,,0
O806921,COD,,0
O801544,Debit Card,,0
O802136,UPI,,0
O805011,Credit Card,,0
O803822,UPI,,0
O809179,Credit Card,,0
O807186,NetBanking,,0
O808727,COD,,0
O810986,NetBanking,,0
O803876,UPI,,0
O810769,UPI,,0
O804044,UPI,,0
O802066,Credit Card,,0
O805141,UPI,,0
O809530,COD,,40
O802788,Debit Card,,0
O801001,COD,,0
O810554,Credit Card,,0
O802513,NetBanking,,0
O803162,Debit Card,,0
O805550,UPI,,0
O801290,UPI,,40
O800733,Credit Card,,0
O802750,UPI,,0
O809838,UPI,,0
O807999,Debit Card,,0
O806280,UPI,,0
O807989,UPI,,0
O803926,COD,,0
O803971,Credit Card,,60
O808516,NetBanking,,60
O810303,UPI,,0
O803057,Debit Card,,0
O801071,NetBanking,,0
O805933,UPI,,0
O810688,Credit Card,,0
O806471,COD,,0
O811906,NetBanking,,0
O808701,COD,,0
O806744,UPI,,0
O808576,Debit Card,,0
O811842,UPI,,0
O806720,UPI,,0
O801448,UPI,,0
O804902,COD,,0
O810477,Credit Card,,0
O800393,Credit Card,,0
O804319,Credit Card,,0
O803172,UPI,,0
O805282,COD,,0
O806073,NetBanking,,0
O806408,NetBanking,,0
O804856,Wallet,,0
O810042,COD,,0
O810967,UPI,,0
O811516,UPI,,0
O805847,Credit Card,,0
O803644,COD,,0
O810234,UPI,,0
O808969,COD,,0
O805928,COD,,0
O800002,UPI,,0
O807875,NetBanking,,0
O810378,UPI,,0
O807424,Wallet,,0
O800823,COD,,0
O805252,Credit Card,,0
O804309,UPI,,0
O808645,UPI,,0
O804243,Credit Card,,0
O800329,COD,,0
O806931,COD,,0
O807082,Credit Card,,0
O810119,UPI,,0
O807627,UPI,,0
O809900,Credit Card,,0
O809024,COD,,0
O811677,Credit Card,,0
O808093,Credit Card,,0
O800865,Credit Card,,0
O806524,UPI,,0
O805052,COD,,0
O800735,COD,,0
O811483,UPI,,0
O801842,UPI,,0
O802147,COD,,0
O807004,Wallet,,0
O809328,UPI,,0
O809678,UPI,,0
O803638,Debit Card,,0
O801239,Credit Card,,0
O805837,UPI,,0
O807967,Debit Card,,0
O800488,UPI,,0
O811142,Credit Card,,0
O800948,UPI,,0
O805903,Credit Card,,0
O810074,Wallet,,0
O805939,Credit Card,,0
O807666,Credit Card,,0
O811893,Credit Card,,0
O810754,Credit Card,,0
O805587,UPI,,0
O807514,COD,,0
O802539,UPI,,60
O806986,COD,,0
O800114,UPI,,0
O804953,Credit Card,,0
O806298,Wallet,,60
O808833,UPI,,0
O805713,Credit Card,,0
O808029,UPI,,0
O801753,Debit Card,,0
O803040,UPI,,0
O808039,COD,,0
O808471,Debit Card,,0
O805434,COD,,0
O802363,COD,,0
O802023,UPI,,0
O802562,COD,,0
O801633,Credit Card,,0
O802616,Credit Card,,0
O802082,UPI,,0
O811287,UPI,,0
O803657,UPI,,0
O810508,COD,,0
O807536,Credit Card,,0
O809154,Credit Card,,0
O804938,COD,,0
O810987,UPI,,0
O811998,Credit Card,,0
O803176,UPI,,0
O805383,UPI,,0
O805466,COD,,0
O800248,Debit Card,,40
O802738,UPI,,0
O811402,UPI,,0
O807665,COD,,0
O810645,UPI,,0
O802370,COD,,0
O802741,UPI,,0
O809228,Wallet,,0
O807886,Debit Card,,0
O808137,Wallet,,0
O808395,Credit Card,,0
O805020,COD,,0
O805611,UPI,,60
O810650,UPI,,0
O804961,UPI,,0
O810773,UPI,,0
O804691,Credit Card,,0
O806059,UPI,,0
O806520,Wallet,,0
O806050,UPI,,0
O801692,UPI,,0
O809961,UPI,,0
O808906,NetBanking,,0
O802294,Debit Card,,0
O810614,UPI,,0
O806204,UPI,,0
O811460,UPI,,0
O806707,UPI,,0
O807756,COD,,0
O809688,COD,,0
O807507,COD,,0
O807746,Credit Card,,0
O810705,COD,,0
O805250,NetBanking,,0
O807277,UPI,,0
O809238,COD,,0
O809809,Credit Card,,0
O805177,Credit Card,,0
O803509,Debit Card,,0
O806776,UPI,,0
O800689,UPI,,0
O805189,Credit Card,,0
O811512,Debit Card,,0
O803239,UPI,,0
O811925,UPI,,0
O801428,COD,,0
O811319,Credit Card,,0
O801840,UPI,,0
O811203,UPI,,0
O811797,Credit Card,,0
O800135,COD,,0
O810512,Credit Card,,0
O808538,NetBanking,,0
O811418,UPI,,0
O811448,Credit Card,,0
O804550,UPI,,0
O804636,NetBanking,,0
O803672,COD,,0
O806070,Credit Card,,0
O800499,NetBanking,,0
O802401,UPI,,0
O803804,Credit Card,,0
O804808,COD,,0
O806570,UPI,,0
O807840,Credit Card,,0
O808281,UPI,,0
O801479,Credit Card,,0
O803319,Credit Card,,0
O810255,COD,,0
O809997,UPI,,0
O807118,COD,,0
O809691,UPI,,0
O803500,UPI,,0
O806145,Debit Card,,0
O804873,UPI,,0
O808121,Debit Card,,0
O801447,NetBanking,,0
O803151,COD,,0
O804390,COD,,0
O809681,COD,,0
O811102,Credit Card,,0
O809800,COD,,0
O803245,COD,,0
O811098,Debit Card,,0
O802980,COD,,0
O802831,Credit Card,,0
O810517,UPI,,0
O809570,UPI,,0
O805100,Credit Card,,0
O804050,NetBanking,,0
O805170,Credit Card,,0
O811028,COD,,0
O806457,COD,,0
O806617,Credit Card,,0
O810030,Credit Card,,60
O802035,Wallet,,0
O803044,Credit Card,,0
O801555,Wallet,,0
O810368,UPI,,0
O806155,COD,,0
O800899,UPI,,0
O810393,Debit Card,,0
O809863,Wallet,,0
O803513,Debit Card,,0
O807975,COD,,0
O809775,UPI,,0
O801432,Debit Card,,0
O808917,Credit Card,,60
O800728,Credit Card,,0
O805757,UPI,,0
O802727,COD,,0
O807332,Wallet,,0
O806577,Debit Card,,0
O805121,UPI,,0
O801161,Debit Card,,0
O800743,Wallet,,0
O810103,COD,,0
O802129,Credit Card,,0
O803033,Wallet,,0
O803292,COD,,0
O808809,COD,,0
O806254,COD,,0
O805079,COD,,0
O810245,Wallet,,0
O805087,COD,,0
O805548,UPI,,0
O803692,UPI,,0
O807638,UPI,,0
O802048,UPI,,0
O807173,Debit Card,,0
O805115,Debit Card,,0
O809616,UPI,,0
O800023,UPI,,0
O800149,NetBanking,,0
O808657,UPI,,0
O808898,NetBanking,,0
O809641,UPI,,0
O809452,Wallet,,0
O800675,UPI,,0
O807679,UPI,,0
O811766,Debit Card,,0
O811521,NetBanking,,0
O805738,COD,,0
O811640,COD,,0
O803281,UPI,,0
O800517,UPI,,0
O804026,UPI,,0
O800370,UPI,,0
O804394,NetBanking,,0
O811219,NetBanking,,0
O809236,Credit Card,,0
O804752,UPI,,0
O810927,COD,,0
O806054,Credit Card,,0
O803503,COD,,0
O801999,COD,,0
O806256,UPI,,0
O806225,UPI,,0
O802300,Credit Card,,0
O806485,Credit Card,,0
O804179,COD,,0
O806016,COD,,0
O804509,COD,,0
O811551,UPI,,0
O802593,COD,,0
O805960,Debit Card,,0
O802902,Credit Card,,0
O804912,Credit Card,,0
O806517,Debit Card,,0
O808378,UPI,,0
O806709,Debit Card,,0
O800153,Debit Card,,0
O801251,Debit Card,,0
O804225,Credit Card,,0
O807586,UPI,,0
O807457,Credit Card,,0
O806668,COD,,0
O807763,Credit Card,,0
O804625,UPI,,0
O807494,Credit Card,,0
O806614,Debit Card,,0
O811531,UPI,,0
O805838,UPI,,0
O803053,Debit Card,,0
O800354,Debit Card,,0
O800861,Credit Card,,0
O806292,UPI,,0
O804218,NetBanking,,0
O808330,COD,,0
O806885,Credit Card,,0
O805857,UPI,,0
O803171,Debit Card,,0
O805518,Wallet,,0
O803288,Credit Card,,0
O802783,NetBanking,,0
O807435,Credit Card,,0
O811681,UPI,,0
O806402,Credit Card,,0
O801361,Wallet,,0
O805266,Debit Card,,0
O810062,UPI,,0
O808105,UPI,,0
O808063,UPI,,0
O810503,Credit Card,,0
O803241,UPI,,0
O800232,COD,,0
O809064,Credit Card,,40
O807502,Credit Card,,0
O809207,Credit Card,,60
O807775,Credit Card,,0
O800438,Wallet,,0
O807937,COD,,0
O809804,UPI,,0
O811229,COD,,0
O811424,Debit Card,,0
O802968,NetBanking,,0
O805021,Credit Card,,0
O807677,Debit Card,,0
O804842,Credit Card,,0
O805507,UPI,,0
O800627,Credit Card,,0
O810466,Credit Card,,0
O804687,Credit Card,,0
O810007,COD,,0
O809126,NetBanking,,0
O809631,UPI,,0
O804490,UPI,,0
O807793,UPI,,0
O806426,Wallet,,60
O806765,Credit Card,,0
O801302,Debit Card,,0
O805560,COD,,0
O810692,UPI,,0
O804943,Debit Card,,0
O807269,UPI,,0
O808325,UPI,,0
O802725,UPI,,0
O810468,UPI,,0
O807779,UPI,,40
O807889,Credit Card,,0
O803168,Debit Card,,0
O804409,COD,,0
O801977,NetBanking,,0
O803881,Credit Card,,0
O805495,Credit Card,,0
O810763,Debit Card,,0
O800093,UPI,,0
O809532,COD,,0
O811311,Debit Card,,0
O800179,Credit Card,,0
O805342,UPI,,0
O802133,COD,,0
O800007,UPI,,0
O801943,UPI,,0
O804324,UPI,,0
O805850,Wallet,,0
O802425,UPI,,0
O811474,COD,,0
O804812,UPI,,0
O803756,NetBanking,,0
O810897,UPI,,0
O807839,Debit Card,,0
O807282,UPI,,0
O801026,UPI,,0
O804058,UPI,,0
O804557,UPI,,0
O811652,UPI,,0
O811916,NetBanking,,0
O801484,COD,,0
O805202,Credit Card,,0
O808453,Credit Card,,0
O800106,Credit Card,,0
O807657,Credit Card,,0
O804144,UPI,,0
O807867,Wallet,,0
O806224,Debit Card,,0
O800128,COD,,0
O800533,Credit Card,,0
O805265,COD,,0
O810797,NetBanking,,0
O800272,COD,,0
O810015,UPI,,60
O806460,UPI,,0
O809366,Debit Card,,40
O800747,Credit Card,,0
O805627,COD,,0
O803364,UPI,,0
O811147,UPI,,0
O811491,Credit Card,,0
O808637,COD,,0
O802761,UPI,,0
O811974,COD,,0
O808414,Wallet,,0
O801800,COD,,0
O807365,Credit Card,,0
O804465,Credit Card,,0
O811335,UPI,,0
O801321,Credit Card,,0
O805403,Credit Card,,0
O809226,Credit Card,,0
O810915,UPI,,0
O801918,UPI,,0
O802714,UPI,,0
O809015,Credit Card,,0
O801689,UPI,,0
O811956,UPI,,0
O800159,Credit Card,,0
O801098,Debit Card,,0
O802150,UPI,,0
O801915,NetBanking,,0
O810968,UPI,,0
O800309,UPI,,0
O807579,Credit Card,,0
O800315,UPI,,0
O801906,UPI,,0
O802391,Wallet,,0
O806871,Debit Card,,40
O804006,UPI,,0
O807352,UPI,,0
O803099,Debit Card,,0
